,City,County,State
28205,Botkins,Shelby,OH
28206,Pigeon Creek,Summit,OH
28207,Northbrook,Hamilton,OH
28208,Salem,Columbiana,OH
28209,Ballville,Sandusky,OH
28210,Welshfield,Geauga,OH
28211,Uhrichsville,Tuscarawas,OH
28212,Pulaski,Williams,OH
28213,Harbor View,Lucas,OH
28214,Kidron,Wayne,OH
28215,Norwich,Muskingum,OH
28216,Bowersville,Greene,OH
28217,North Randall,Cuyahoga,OH
28218,Whites Landing,Sandusky,OH
28219,Port Jefferson,Shelby,OH
28220,Pleasant Hills,Hamilton,OH
28221,Old Fort,Seneca,OH
28222,Grand River,Lake,OH
28223,Cheviot,Hamilton,OH
28224,Ottoville,Putnam,OH
28225,Glendale,Hamilton,OH
28226,Rayland,Jefferson,OH
28227,New Franklin,Summit,OH
28228,Piqua,Miami,OH
28229,Jerusalem,Monroe,OH
28230,Chardon,Geauga,OH
28231,Albany,Athens,OH
28232,Mount Sterling,Madison,OH
28233,Paulding,Paulding,OH
28234,Bremen,Fairfield,OH
28235,North Industry,Stark,OH
28236,Mount Victory,Hardin,OH
28237,Mowrystown,Highland,OH
28238,Castine,Darke,OH
28239,Otsego,Muskingum,OH
28240,Lithopolis,Fairfield,OH
28241,Stout,Adams,OH
28242,Catawba,Clark,OH
28243,Bannock,Belmont,OH
28244,New Madison,Darke,OH
28245,Aid,Lawrence,OH
28246,Alexandria,Licking,OH
28247,Cincinnati,Hamilton,OH
28248,Clarksfield,Huron,OH
28249,Zanesfield,Logan,OH
28250,Hessville,Sandusky,OH
28251,Belmont,Belmont,OH
28252,Andersonville,Ross,OH
28253,New Petersburg,Highland,OH
28254,Melrose,Paulding,OH
28255,Beachwood,Cuyahoga,OH
28256,Perrysburg,Wood,OH
28257,Skyline Acres,Hamilton,OH
28258,Hide-A-Way Hills,Hocking,OH
28259,Sylvania,Lucas,OH
28260,Moscow,Clermont,OH
28261,Stony Prairie,Sandusky,OH
28262,Taylors Creek,Hamilton,OH
28263,Mineral City,Tuscarawas,OH
28264,Lynchburg,Highland,OH
28265,Spargursville,Ross,OH
28266,Barton,Belmont,OH
28267,Mariemont,Hamilton,OH
28268,Russia,Shelby,OH
28269,Attica,Seneca,OH
28270,Butlerville,Warren,OH
28271,Elizabethtown,Hamilton,OH
28272,Mutual,Champaign,OH
28273,Midland,Clinton,OH
28274,Urbana,Champaign,OH
28275,Munroe Falls,Summit,OH
28276,Minster,Auglaize,OH
28277,Sandyville,Tuscarawas,OH
28278,Gallipolis,Gallia,OH
28279,Hilltop,Trumbull,OH
28280,Racine,Meigs,OH
28281,Coshocton,Coshocton,OH
28282,Findlay,Hancock,OH
28283,Lake Lakengren,Preble,OH
28284,Gerald,Henry,OH
28285,Bryan,Williams,OH
28286,West Carrollton,Montgomery,OH
28287,West Milton,Miami,OH
28288,Franklin,Warren,OH
28289,Perrysville,Ashland,OH
28290,Thurman,Gallia,OH
28291,Ludlow Falls,Miami,OH
28292,Dodsonville,Highland,OH
28293,Lawrenceville,Clark,OH
28294,Crooksville,Perry,OH
28295,Pitsburg,Darke,OH
28296,Helena,Sandusky,OH
28297,Dexter City,Noble,OH
28298,Devola,Washington,OH
28299,Quaker City,Guernsey,OH
28300,Hubbard,Trumbull,OH
28301,Belle Center,Logan,OH
28302,Eldorado,Preble,OH
28303,Garrettsville,Portage,OH
28304,Hunterdon,Athens,OH
28305,Versailles,Darke,OH
28306,Malaga,Monroe,OH
28307,Jeromesville,Ashland,OH
28308,Eaton Estates,Lorain,OH
28309,Elm Grove,Pike,OH
28310,Mulberry,Clermont,OH
28311,New Middletown,Mahoning,OH
28312,West Liberty,Logan,OH
28313,Hicksville,Defiance,OH
28314,Derby,Pickaway,OH
28315,Proctorville,Lawrence,OH
28316,Malta,Morgan,OH
28317,Pierpont,Ashtabula,OH
28318,Parma Heights,Cuyahoga,OH
28319,Scott,Van Wert,OH
28320,Warsaw,Coshocton,OH
28321,Holmesville,Holmes,OH
28322,Brewster,Stark,OH
28323,Bolivar,Tuscarawas,OH
28324,Sabina,Clinton,OH
28325,New Washington,Crawford,OH
28326,Reinersville,Morgan,OH
28327,Payne,Paulding,OH
28328,Dry Run,Hamilton,OH
28329,Holland,Lucas,OH
28330,North Bend,Hamilton,OH
28331,Salem Heights,Hamilton,OH
28332,Sycamore Valley,Monroe,OH
28333,Shadyside,Belmont,OH
28334,East Cleveland,Cuyahoga,OH
28335,Minford,Scioto,OH
28336,Kimball,Erie,OH
28337,Dennison,Tuscarawas,OH
28338,Somerdale,Tuscarawas,OH
28339,Lakeview,Logan,OH
28340,Winchester,Adams,OH
28341,Howard,Knox,OH
28342,Bartles,Lawrence,OH
28343,Thornville,Perry,OH
28344,Farmer,Defiance,OH
28345,East Palestine,Columbiana,OH
28346,Somerset,Perry,OH
28347,Jenera,Hancock,OH
28348,Logan Elm Village,Pickaway,OH
28349,Scio,Harrison,OH
28350,Rock Creek,Ashtabula,OH
28351,Sugar Bush Knolls,Portage,OH
28352,West Salem,Wayne,OH
28353,Tiltonsville,Jefferson,OH
28354,Dupont,Putnam,OH
28355,Windham,Portage,OH
28356,Green,Summit,OH
28357,Adamsville,Muskingum,OH
28358,Nevada,Wyandot,OH
28359,Grandview,Hamilton,OH
28360,Blacklick Estates,Franklin,OH
28361,Arcanum,Darke,OH
28362,West View,Cuyahoga,OH
28363,Strasburg,Tuscarawas,OH
28364,Arabia,Lawrence,OH
28365,Gnadenhutten,Tuscarawas,OH
28366,Greenwich,Huron,OH
28367,Crystal Rock,Erie,OH
28368,Magnolia,Stark,OH
28369,Millersport,Fairfield,OH
28370,New Philadelphia,Tuscarawas,OH
28371,Branch Hill,Clermont,OH
28372,Hartville,Stark,OH
28373,Port William,Clinton,OH
28374,Millbury,Wood,OH
28375,Crestline,Crawford,OH
28376,Glencoe,Belmont,OH
28377,Ridgeway,Hardin,OH
28378,Gratiot,Licking,OH
28379,Harriettsville,Noble,OH
28380,Camp Dennison,Hamilton,OH
28381,Commercial Point,Pickaway,OH
28382,Lordstown,Trumbull,OH
28383,South Vienna,Clark,OH
28384,Coldwater,Mercer,OH
28385,Whitehouse,Lucas,OH
28386,Pioneer,Williams,OH
28387,Utica,Licking,OH
28388,North Kingsville,Ashtabula,OH
28389,Lincoln Heights,Hamilton,OH
28390,Clayton,Montgomery,OH
28391,Edgerton,Williams,OH
28392,Locust Corner,Clermont,OH
28393,Chesterhill,Morgan,OH
28394,Stafford,Monroe,OH
28395,Otway,Scioto,OH
28396,Philo,Muskingum,OH
28397,Nelsonville,Athens,OH
28398,Blue Rock,Muskingum,OH
28399,Summerfield,Noble,OH
28400,Pataskala,Licking,OH
28401,Orwell,Ashtabula,OH
28402,Vickery,Sandusky,OH
28403,Negley,Columbiana,OH
28404,Chickasaw,Mercer,OH
28405,Elmore,Ottawa,OH
28406,Pleasant Run Farm,Hamilton,OH
28407,Wilson,Monroe,OH
28408,Bexley,Franklin,OH
28409,Holiday City,Williams,OH
28410,Buckland,Auglaize,OH
28411,Bluffton,Allen,OH
28412,Dry Ridge,Hamilton,OH
28413,Maplewood,Shelby,OH
28414,Elyria,Lorain,OH
28415,Lewis Center,Delaware,OH
28416,Toboso,Licking,OH
28417,Fairfield Beach,Fairfield,OH
28418,North Creek,Putnam,OH
28419,Warrensville Heights,Cuyahoga,OH
28420,Ashley,Delaware,OH
28421,Columbus Grove,Putnam,OH
28422,Lorain,Lorain,OH
28423,Shinrock,Erie,OH
28424,Woodworth,Mahoning,OH
28425,Montpelier,Williams,OH
28426,Copley,Summit,OH
28427,Zoar,Tuscarawas,OH
28428,Martins Ferry,Belmont,OH
28429,Zaleski,Vinton,OH
28430,Octa,Fayette,OH
28431,Tontogany,Wood,OH
28432,Elkton,Columbiana,OH
28433,North Royalton,Cuyahoga,OH
28434,Miami Heights,Hamilton,OH
28435,Willard,Huron,OH
28436,Waynesburg,Stark,OH
28437,Chesterville,Morrow,OH
28438,Tallmadge,Summit,OH
28439,Adelphi,Ross,OH
28440,Bellbrook,Greene,OH
28441,McConnelsville,Morgan,OH
28442,Montville,Geauga,OH
28443,Wooster,Wayne,OH
28444,Laurelville,Hocking,OH
28445,Iberia,Morrow,OH
28446,Alvordton,Williams,OH
28447,Neptune,Mercer,OH
28448,Allensville,Vinton,OH
28449,Rarden,Scioto,OH
28450,Buffalo,Guernsey,OH
28451,Pleasant City,Guernsey,OH
28452,Yankee Lake,Trumbull,OH
28453,Sulphur Springs,Crawford,OH
28454,Pleasantville,Fairfield,OH
28455,Rocky River,Cuyahoga,OH
28456,Massieville,Ross,OH
28457,Wadsworth,Medina,OH
28458,Minerva Park,Franklin,OH
28459,Bairdstown,Wood,OH
28460,Bethesda,Belmont,OH
28461,Highland Heights,Cuyahoga,OH
28462,West Leipsic,Putnam,OH
28463,Van Wert,Van Wert,OH
28464,Avon Lake,Lorain,OH
28465,Boardman,Mahoning,OH
28466,La Croft,Columbiana,OH
28467,McKinley Heights,Trumbull,OH
28468,Summerside,Clermont,OH
28469,Xenia,Greene,OH
28470,West Manchester,Preble,OH
28471,New Waterford,Columbiana,OH
28472,Flat Rock,Seneca,OH
28473,Mentor-on-the-Lake,Lake,OH
28474,Rosemount,Scioto,OH
28475,Auburn,Butler,OH
28476,McDermott,Scioto,OH
28477,Fletcher,Miami,OH
28478,Burton,Geauga,OH
28479,Lima,Allen,OH
28480,Brimfield,Portage,OH
28481,New Boston,Scioto,OH
28482,Leetonia,Columbiana,OH
28483,Westminster,Allen,OH
28484,Neffs,Belmont,OH
28485,Patterson,Hardin,OH
28486,New Concord,Muskingum,OH
28487,Riverlea,Franklin,OH
28488,Decatur,Brown,OH
28489,Middlefield,Geauga,OH
28490,Powhatan Point,Belmont,OH
28491,Groveport,Franklin,OH
28492,Pleasant Plain,Warren,OH
28493,Union City,Darke,OH
28494,Oakshade,Fulton,OH
28495,Wellsville,Columbiana,OH
28496,Carbon Hill,Hocking,OH
28497,Miamitown,Hamilton,OH
28498,Claysville,Guernsey,OH
28499,Shawnee,Perry,OH
28500,Kenwood,Hamilton,OH
28501,New Athens,Harrison,OH
28502,New Vienna,Clinton,OH
28503,Greenhills,Hamilton,OH
28504,Independence,Cuyahoga,OH
28505,Glenwillow,Cuyahoga,OH
28506,Newtown,Hamilton,OH
28507,Woodsfield,Monroe,OH
28508,Blue Ball,Butler,OH
28509,Byesville,Guernsey,OH
28510,Justus,Stark,OH
28511,New Lebanon,Montgomery,OH
28512,Newport,Shelby,OH
28513,Limaville,Stark,OH
28514,Fredericksburg,Wayne,OH
28515,Camden,Preble,OH
28516,Beloit,Mahoning,OH
28517,Broadway,Union,OH
28518,Big Plain,Madison,OH
28519,Sparta,Morrow,OH
28520,Aurora,Portage,OH
28521,Cadiz,Harrison,OH
28522,Rockford,Mercer,OH
28523,Croton,Licking,OH
28524,Wolfhurst,Belmont,OH
28525,Spencerville,Allen,OH
28526,Withamsville,Clermont,OH
28527,Kimbolton,Guernsey,OH
28528,Meeker,Marion,OH
28529,Newton Falls,Trumbull,OH
28530,Portsmouth,Scioto,OH
28531,Haydenville,Hocking,OH
28532,Sugar Grove,Fairfield,OH
28533,Bentonville,Adams,OH
28534,South Bloomfield,Pickaway,OH
28535,Beaver,Pike,OH
28536,Blue Jay,Hamilton,OH
28537,Brice,Franklin,OH
28538,Somerton,Belmont,OH
28539,Tiffin,Seneca,OH
28540,Custar,Wood,OH
28541,Mansfield,Richland,OH
28542,Springdale,Hamilton,OH
28543,Germantown,Montgomery,OH
28544,Toronto,Jefferson,OH
28545,Casstown,Miami,OH
28546,Montezuma,Mercer,OH
28547,Wellington,Lorain,OH
28548,Dent,Hamilton,OH
28549,Bethany,Butler,OH
28550,Stratton,Jefferson,OH
28551,Howland Center,Trumbull,OH
28552,Layhigh,Butler,OH
28553,Bladensburg,Knox,OH
28554,Somerville,Butler,OH
28555,Stockdale,Pike,OH
28556,Rudolph,Wood,OH
28557,Tiro,Crawford,OH
28558,West Alexandria,Preble,OH
28559,Dunkirk,Hardin,OH
28560,Valley Hi,Logan,OH
28561,Huntsville,Logan,OH
28562,Van Buren,Hancock,OH
28563,Olive Branch,Clermont,OH
28564,Masury,Trumbull,OH
28565,Uniontown,Stark,OH
28566,Owensville,Clermont,OH
28567,Mitiwanga,Erie,OH
28568,New Weston,Darke,OH
28569,East Claridon,Geauga,OH
28570,Luckey,Wood,OH
28571,Huber Heights,Montgomery,OH
28572,Barnhill,Tuscarawas,OH
28573,North Eaton,Lorain,OH
28574,South Solon,Madison,OH
28575,Farmersville,Montgomery,OH
28576,Seaman,Adams,OH
28577,Yorkshire,Darke,OH
28578,Saint Marys,Auglaize,OH
28579,Rutland,Meigs,OH
28580,Sherrodsville,Carroll,OH
28581,Dellroy,Carroll,OH
28582,Bellevue,Huron,OH
28583,Jacksonburg,Butler,OH
28584,Richwood,Union,OH
28585,Fruitdale,Ross,OH
28586,Dorset,Ashtabula,OH
28587,Lincoln Village,Franklin,OH
28588,Sardis,Monroe,OH
28589,Dillonvale,Jefferson,OH
28590,New California,Union,OH
28591,Burkettsville,Mercer,OH
28592,Maumee,Lucas,OH
28593,New Alexandria,Jefferson,OH
28594,Jasper,Pike,OH
28595,Green Springs,Sandusky,OH
28596,Apple Creek,Wayne,OH
28597,Mason,Warren,OH
28598,Marble Cliff,Franklin,OH
28599,Cleves,Hamilton,OH
28600,Rawson,Hancock,OH
28601,Lake Darby,Franklin,OH
28602,Big Prairie,Holmes,OH
28603,Solon,Cuyahoga,OH
28604,Green Meadows,Clark,OH
28605,Belpre,Washington,OH
28606,Cheshire,Gallia,OH
28607,Maud,Butler,OH
28608,Saint Bernard,Hamilton,OH
28609,Brownsville,Licking,OH
28610,Rushville,Fairfield,OH
28611,Bloomville,Seneca,OH
28612,Brookville,Montgomery,OH
28613,Greenville,Darke,OH
28614,Woodstock,Champaign,OH
28615,Marseilles,Wyandot,OH
28616,Hamersville,Brown,OH
28617,Creola,Vinton,OH
28618,Seven Mile,Butler,OH
28619,Fairview Park,Cuyahoga,OH
28620,Brady Lake,Portage,OH
28621,Dayton,Montgomery,OH
28622,Brinkhaven,Knox,OH
28623,Mount Repose,Clermont,OH
28624,Five Points,Warren,OH
28625,Senecaville,Guernsey,OH
28626,Etna,Licking,OH
28627,Rocky Hill,Jackson,OH
28628,Chilo,Clermont,OH
28629,Bradford,Miami,OH
28630,Waldo,Marion,OH
28631,Pottery Addition,Jefferson,OH
28632,Irondale,Jefferson,OH
28633,Berlin Heights,Erie,OH
28634,Highland,Highland,OH
28635,Berkey,Lucas,OH
28636,Luhrig,Athens,OH
28637,Mack,Hamilton,OH
28638,Gettysburg,Darke,OH
28639,Hebron,Licking,OH
28640,Beechwood Trails,Licking,OH
28641,West Elkton,Preble,OH
28642,Stony Ridge,Wood,OH
28643,Lore City,Guernsey,OH
28644,Portage,Wood,OH
28645,Rockbridge,Hocking,OH
28646,Deersville,Harrison,OH
28647,Vermilion,Erie,OH
28648,Cortland,Trumbull,OH
28649,Northridge,Clark,OH
28650,Geneva,Ashtabula,OH
28651,Whitehall,Franklin,OH
28652,Landen,Warren,OH
28653,Choctaw Lake,Madison,OH
28654,Jacksonville,Athens,OH
28655,Bettsville,Seneca,OH
28656,Delhi Hills,Hamilton,OH
28657,Lewisburg,Preble,OH
28658,Baltimore,Fairfield,OH
28659,Stewart,Athens,OH
28660,Prospect,Marion,OH
28661,Girard,Trumbull,OH
28662,West Unity,Williams,OH
28663,Roswell,Tuscarawas,OH
28664,Willoughby Hills,Lake,OH
28665,Christiansburg,Champaign,OH
28666,Stansbury park,Tooele,UT
28667,South Ogden,Weber,UT
28668,Hildale,Washington,UT
28669,Central Valley,Sevier,UT
28670,Columbia,Carbon,UT
28671,Minersville,Beaver,UT
28672,Fremont,Wayne,UT
28673,Harrisville,Weber,UT
28674,North Salt Lake,Davis,UT
28675,Spanish Fork,Utah,UT
28676,Oak City,Millard,UT
28677,Orem,Utah,UT
28678,Penrose,Box Elder,UT
28679,West Valley City,Salt Lake,UT
28680,Goshen,Utah,UT
28681,Caineville,Wayne,UT
28682,Enoch,Iron,UT
28683,Spanish Valley,San Juan,UT
28684,Bothwell,Box Elder,UT
28685,Paradise,Cache,UT
28686,Teasdale,Wayne,UT
28687,Tropic,Garfield,UT
28688,Bridgeland,Duchesne,UT
28689,LaVerkin,Washington,UT
28690,Cedar Hills,Utah,UT
28691,Clear Creek,Carbon,UT
28692,Magna,Salt Lake,UT
28693,Hooper,Weber,UT
28694,Francis,Summit,UT
28695,Sugarville,Millard,UT
28696,Bluffdale,Salt Lake,UT
28697,Kanarraville,Iron,UT
28698,Bountiful,Davis,UT
28699,Mexican Hat,San Juan,UT
28700,Big Water,Kane,UT
28701,Greenwich,Piute,UT
28702,Emory,Summit,UT
28703,Mount Pleasant,Sanpete,UT
28704,Saratoga Springs,Utah,UT
28705,Richmond,Cache,UT
28706,Providence,Cache,UT
28707,Laketown,Rich,UT
28708,Manila,Daggett,UT
28709,Wales,Sanpete,UT
28710,Clawson,Emery,UT
28711,Vernon,Tooele,UT
28712,Hyrum,Cache,UT
28713,West Bountiful,Davis,UT
28714,New Harmony,Washington,UT
28715,Cedar Fort,Utah,UT
28716,Wallsburg,Wasatch,UT
28717,La Sal,San Juan,UT
28718,Hinckley,Millard,UT
28719,Pine Valley,Washington,UT
28720,Snyderville,Summit,UT
28721,Lund,Iron,UT
28722,Centerville,Davis,UT
28723,Marysvale,Piute,UT
28724,Hurricane,Washington,UT
28725,West Jordan,Salt Lake,UT
28726,North Ogden,Weber,UT
28727,Ivins,Washington,UT
28728,Tooele,Tooele,UT
28729,Interlaken,Wasatch,UT
28730,Oasis,Millard,UT
28731,Holladay,Salt Lake,UT
28732,Toquerville,Washington,UT
28733,Riverton,Salt Lake,UT
28734,Emery,Emery,UT
28735,Peoa,Summit,UT
28736,Vernal,Uintah,UT
28737,Erda,Tooele,UT
28738,Wendover,Tooele,UT
28739,Logan,Cache,UT
28740,Midvale,Salt Lake,UT
28741,Pintura,Washington,UT
28742,Kenilworth,Carbon,UT
28743,Monroe,Sevier,UT
28744,Rush Valley,Tooele,UT
28745,Sigurd,Sevier,UT
28746,Lyman,Wayne,UT
28747,Apple Valley,Washington,UT
28748,Scofield,Carbon,UT
28749,Bennion,Salt Lake,UT
28750,Smithfield,Cache,UT
28751,American Fork,Utah,UT
28752,Benjamin,Utah,UT
28753,Spring Glen,Carbon,UT
28754,Kearns,Salt Lake,UT
28755,Westwater,Grand,UT
28756,Monticello,San Juan,UT
28757,Cove,Cache,UT
28758,Avon,Cache,UT
28759,Bluebell,Duchesne,UT
28760,Grantsville,Tooele,UT
28761,Eureka,Juab,UT
28762,Green River,Emery,UT
28763,Montezuma Creek,San Juan,UT
28764,Fairfield,Utah,UT
28765,Spring City,Sanpete,UT
28766,Newton,Cache,UT
28767,Brian Head,Iron,UT
28768,Thompson Springs,Grand,UT
28769,Fruitland,Duchesne,UT
28770,Sunnyside,Carbon,UT
28771,Talmage,Duchesne,UT
28772,Willard,Box Elder,UT
28773,Liberty,Weber,UT
28774,Hyde Park,Cache,UT
28775,Joseph,Sevier,UT
28776,Hatch,Garfield,UT
28777,Halchita,San Juan,UT
28778,Scipio,Millard,UT
28779,Elk Ridge,Utah,UT
28780,Junction,Piute,UT
28781,Manti,Sanpete,UT
28782,Salt Lake City,Salt Lake,UT
28783,Alpine,Utah,UT
28784,Corinne,Box Elder,UT
28785,Glenwood,Sevier,UT
28786,Callao,Juab,UT
28787,Fielding,Box Elder,UT
28788,Fountain Green,Sanpete,UT
28789,Clinton,Davis,UT
28790,Helper,Carbon,UT
28791,Orangeville,Emery,UT
28792,Layton,Davis,UT
28793,Huntington,Emery,UT
28794,Howell,Box Elder,UT
28795,Summit Park,Summit,UT
28796,Glendale,Kane,UT
28797,Fayette,Sanpete,UT
28798,Springville,Utah,UT
28799,Delta,Millard,UT
28800,Wolf Creek,Weber,UT
28801,Maeser,Uintah,UT
28802,Myton,Duchesne,UT
28803,Rockville,Washington,UT
28804,Ophir,Tooele,UT
28805,Bryce Canyon City,Garfield,UT
28806,Roosevelt,Duchesne,UT
28807,Summit,Iron,UT
28808,Sunset,Davis,UT
28809,Escalante,Garfield,UT
28810,Enterprise,Washington,UT
28811,Charleston,Wasatch,UT
28812,West Haven,Weber,UT
28813,Sutherland,Millard,UT
28814,Uintah,Weber,UT
28815,Kamas,Summit,UT
28816,Farmington,Davis,UT
28817,Mendon,Cache,UT
28818,Ephraim,Sanpete,UT
28819,Naples,Uintah,UT
28820,Alton,Kane,UT
28821,Price,Carbon,UT
28822,White City,Salt Lake,UT
28823,Sandy City,Salt Lake,UT
28824,Kanosh,Millard,UT
28825,Ogden,Weber,UT
28826,Abraham,Millard,UT
28827,Trenton,Cache,UT
28828,Val Verda,Davis,UT
28829,Saint George,Washington,UT
28830,Kingston,Piute,UT
28831,Castle Dale,Emery,UT
28832,Wellsville,Cache,UT
28833,Cottonwood,Salt Lake,UT
28834,Lapoint,Uintah,UT
28835,Clearfield,Davis,UT
28836,Millcreek,Salt Lake,UT
28837,Parowan,Iron,UT
28838,Union,Salt Lake,UT
28839,Sevier,Sevier,UT
28840,Hoytsville,Summit,UT
28841,Panguitch,Garfield,UT
28842,Gunnison,Sanpete,UT
28843,Independence,Wasatch,UT
28844,Cornish,Cache,UT
28845,Highland,Utah,UT
28846,Redmond,Sevier,UT
28847,Washington Terrace,Weber,UT
28848,Deweyville,Box Elder,UT
28849,Ibapah,Tooele,UT
28850,Millville,Cache,UT
28851,Kaysville,Davis,UT
28852,Midway,Wasatch,UT
28853,Beryl Junction,Iron,UT
28854,Eagle Mountain,Utah,UT
28855,Cottonwood Heights,Salt Lake,UT
28856,Washington,Washington,UT
28857,Marion,Summit,UT
28858,Leamington,Millard,UT
28859,Indianola,Sanpete,UT
28860,Moab,Grand,UT
28861,Vineyard,Utah,UT
28862,Henefer,Summit,UT
28863,Lake Shore,Utah,UT
28864,Nibley,Cache,UT
28865,River Heights,Cache,UT
28866,Taylorsville,Salt Lake,UT
28867,Jensen,Uintah,UT
28868,Aurora,Sevier,UT
28869,Lehi,Utah,UT
28870,Cedar City,Iron,UT
28871,Leeds,Washington,UT
28872,Dammeron Valley,Washington,UT
28873,Brigham City,Box Elder,UT
28874,Paragonah,Iron,UT
28875,Bear River City,Box Elder,UT
28876,Sterling,Sanpete,UT
28877,Dutch John,Daggett,UT
28878,Central,Washington,UT
28879,Circleville,Piute,UT
28880,Whiterocks,Uintah,UT
28881,Mount Carmel,Kane,UT
28882,Meadow,Millard,UT
28883,Beaver,Beaver,UT
28884,Pleasant View,Weber,UT
28885,Loa,Wayne,UT
28886,Santa Clara,Washington,UT
28887,Ouray,Uintah,UT
28888,Angle,Piute,UT
28889,Riverside,Box Elder,UT
28890,Axtell,Sanpete,UT
28891,White Mesa,San Juan,UT
28892,Fort Duchesne,Uintah,UT
28893,Portage,Box Elder,UT
28894,Benson,Cache,UT
28895,Ballard,Uintah,UT
28896,Santaquin,Utah,UT
28897,Levan,Juab,UT
28898,Hamiltons Fort,Iron,UT
28899,Fillmore,Millard,UT
28900,Tselakai Dezza,San Juan,UT
28901,Salem,Utah,UT
28902,Park City,Summit,UT
28903,Cleveland,Emery,UT
28904,Palmyra,Utah,UT
28905,Oakley,Summit,UT
28906,Wanship,Summit,UT
28907,Castle Valley,Grand,UT
28908,Garden,Rich,UT
28909,Halls Crossing,San Juan,UT
28910,Huntsville,Weber,UT
28911,Rocky Ridge,Juab,UT
28912,Woodruff,Rich,UT
28913,Blanding,San Juan,UT
28914,Fairview,Sanpete,UT
28915,Bluff,San Juan,UT
28916,Garden City,Rich,UT
28917,Samak,Summit,UT
28918,Mapleton,Utah,UT
28919,Centerfield,Sanpete,UT
28920,Mountain Home,Duchesne,UT
28921,Grover,Wayne,UT
28922,Boulder Town,Garfield,UT
28923,Upalco,Duchesne,UT
28924,Navajo Mountain,San Juan,UT
28925,Henrieville,Garfield,UT
28926,Garrison,Millard,UT
28927,Hanksville,Wayne,UT
28928,Clarkston,Cache,UT
28929,Heber City,Wasatch,UT
28930,Dugway,Tooele,UT
28931,Marriott-Slaterville,Weber,UT
28932,Randolph,Rich,UT
28933,Woodland,Summit,UT
28934,Provo,Utah,UT
28935,Daniel,Wasatch,UT
28936,Hideout,Wasatch,UT
28937,Saint John,Tooele,UT
28938,Milford,Beaver,UT
28939,Burrville,Sevier,UT
28940,Torrey,Wayne,UT
28941,Randlett,Uintah,UT
28942,Newcastle,Iron,UT
28943,Mona,Juab,UT
28944,Honeyville,Box Elder,UT
28945,Alta,Salt Lake,UT
28946,Veyo,Washington,UT
28947,Nephi,Juab,UT
28948,Copperton,Salt Lake,UT
28949,Goshute,Juab,UT
28950,Elmo,Emery,UT
28951,Grouse Creek,Box Elder,UT
28952,Mountain Green,Morgan,UT
28953,Echo,Summit,UT
28954,North Logan,Cache,UT
28955,South Salt Lake,Salt Lake,UT
28956,Perry,Box Elder,UT
28957,Amalga,Cache,UT
28958,Bonanza,Uintah,UT
28959,Standrod,Box Elder,UT
28960,Woodland Hills,Utah,UT
28961,Plain City,Weber,UT
28962,Holden,Millard,UT
28963,Draper,Salt Lake,UT
28964,Coalville,Summit,UT
28965,Annabella,Sevier,UT
28966,Syracuse,Davis,UT
28967,Fruita,Wayne,UT
28968,Eden,Weber,UT
28969,Adamsville,Beaver,UT
28970,Moroni,Sanpete,UT
28971,Manderfield,Beaver,UT
28972,Tremonton,Box Elder,UT
28973,Genola,Utah,UT
28974,West Point,Davis,UT
28975,Cannonville,Garfield,UT
28976,Spring Lake,Utah,UT
28977,Roy,Weber,UT
28978,Farr West,Weber,UT
28979,Antimony,Garfield,UT
28980,Salina,Sevier,UT
28981,Greenville,Beaver,UT
28982,Bryce Canyon,Garfield,UT
28983,Fruit Heights,Davis,UT
28984,Orderville,Kane,UT
28985,Richfield,Sevier,UT
28986,Pleasant Grove,Utah,UT
28987,Timber Lakes,Wasatch,UT
28988,Ferron,Emery,UT
28989,Woods Cross,Davis,UT
28990,Mantua,Box Elder,UT
28991,Tabiona,Duchesne,UT
28992,Koosharem,Sevier,UT
28993,South Willard,Box Elder,UT
28994,West Mountain,Utah,UT
28995,Porterville,Morgan,UT
28996,Bicknell,Wayne,UT
28997,Lewiston,Cache,UT
28998,Lindon,Utah,UT
28999,Stockton,Tooele,UT
29000,Herriman,Salt Lake,UT
29001,Murray,Salt Lake,UT
29002,Thatcher,Box Elder,UT
29003,Flowell,Millard,UT
29004,Carbonville,Carbon,UT
29005,Lynndyl,Millard,UT
29006,Springdale,Washington,UT
29007,Deseret,Millard,UT
29008,Gunlock,Washington,UT
29009,Virgin,Washington,UT
29010,Altamont,Duchesne,UT
29011,Granite,Salt Lake,UT
29012,Aneth,San Juan,UT
29013,Garland,Box Elder,UT
29014,South Jordan,Salt Lake,UT
29015,Elsinore,Sevier,UT
29016,Milburn,Sanpete,UT
29017,Hanna,Duchesne,UT
29018,Wellington,Carbon,UT
29019,Payson,Utah,UT
29020,Plymouth,Box Elder,UT
29021,Duchesne,Duchesne,UT
29022,Morgan,Morgan,UT
29023,Neola,Duchesne,UT
29024,Riverdale,Weber,UT
29025,Kanab,Kane,UT
29026,Mayfield,Sanpete,UT
29027,Elwood,Box Elder,UT
29028,South Weber,Davis,UT
29029,Snowville,Box Elder,UT
29030,Moline Acres,St. Louis,MO
29031,Kissee Mills,Taney,MO
29032,Byrnes Mill,Jefferson,MO
29033,Post Oak,Johnson,MO
29034,Lakeshire,St. Louis,MO
29035,Edinburg,Grundy,MO
29036,Worland,Bates,MO
29037,Villa Ridge,Franklin,MO
29038,Taneyville,Taney,MO
29039,Machens,St. Charles,MO
29040,Meadville,Linn,MO
