,Civilian labour force,County,Employed poulation,Rate of Unemployment,State,Unemployed population
1003,11079.0,Sumner,10587.0,4.0,KS,492.0
1004,4415.0,Thomas,4299.0,3.0,KS,116.0
1005,1509.0,Trego,1456.0,4.0,KS,53.0
1006,3732.0,Wabaunsee,3589.0,4.0,KS,143.0
1007,877.0,Wallace,853.0,3.0,KS,24.0
1008,3129.0,Washington,3031.0,3.0,KS,98.0
1009,1255.0,Wichita,1218.0,3.0,KS,37.0
1010,4008.0,Wilson,3745.0,7.0,KS,263.0
1011,1611.0,Woodson,1530.0,5.0,KS,81.0
1012,76154.0,Wyandotte,71583.0,6.0,KS,4571.0
1014,6946.0,Adair,6429.0,7.0,KY,517.0
1015,8589.0,Allen,8168.0,5.0,KY,421.0
1016,11200.0,Anderson,10733.0,4.0,KY,467.0
1017,3604.0,Ballard,3357.0,7.0,KY,247.0
1018,18393.0,Barren,17439.0,5.0,KY,954.0
1019,4713.0,Bath,4352.0,8.0,KY,361.0
1020,8815.0,Bell,8068.0,9.0,KY,747.0
1021,64971.0,Boone,62311.0,4.0,KY,2660.0
1022,9659.0,Bourbon,9200.0,5.0,KY,459.0
1023,18130.0,Boyd,16877.0,7.0,KY,1253.0
1024,11992.0,Boyle,11325.0,6.0,KY,667.0
1025,3689.0,Bracken,3455.0,6.0,KY,234.0
1026,3990.0,Breathitt,3615.0,9.0,KY,375.0
1027,7912.0,Breckinridge,7440.0,6.0,KY,472.0
1028,39107.0,Bullitt,37323.0,5.0,KY,1784.0
1029,5046.0,Butler,4747.0,6.0,KY,299.0
1030,5395.0,Caldwell,5099.0,6.0,KY,296.0
1031,18358.0,Calloway,17498.0,5.0,KY,860.0
1032,47322.0,Campbell,45352.0,4.0,KY,1970.0
1033,2315.0,Carlisle,2184.0,6.0,KY,131.0
1034,4957.0,Carroll,4681.0,6.0,KY,276.0
1035,10195.0,Carter,9193.0,10.0,KY,1002.0
1036,6690.0,Casey,6315.0,6.0,KY,375.0
1037,24695.0,Christian,23118.0,6.0,KY,1577.0
1038,16732.0,Clark,15856.0,5.0,KY,876.0
1039,5421.0,Clay,4909.0,9.0,KY,512.0
1040,3842.0,Clinton,3526.0,8.0,KY,316.0
1041,3823.0,Crittenden,3617.0,5.0,KY,206.0
1042,2906.0,Cumberland,2733.0,6.0,KY,173.0
1043,45150.0,Daviess,43062.0,5.0,KY,2088.0
1044,4640.0,Edmonson,4312.0,7.0,KY,328.0
1045,2121.0,Elliott,1912.0,10.0,KY,209.0
1046,5284.0,Estill,4963.0,6.0,KY,321.0
1047,166522.0,Fayette,160099.0,4.0,KY,6423.0
1048,6236.0,Fleming,5853.0,6.0,KY,383.0
1049,11913.0,Floyd,10819.0,9.0,KY,1094.0
1050,24018.0,Franklin,22986.0,4.0,KY,1032.0
1051,2082.0,Fulton,1923.0,8.0,KY,159.0
1052,3804.0,Gallatin,3607.0,5.0,KY,197.0
1053,7609.0,Garrard,7222.0,5.0,KY,387.0
1054,10979.0,Grant,10391.0,5.0,KY,588.0
1055,15388.0,Graves,14451.0,6.0,KY,937.0
1056,10677.0,Grayson,9972.0,7.0,KY,705.0
1057,5016.0,Green,4752.0,5.0,KY,264.0
1058,13613.0,Greenup,12568.0,8.0,KY,1045.0
1059,3850.0,Hancock,3657.0,5.0,KY,193.0
1060,46634.0,Hardin,44331.0,5.0,KY,2303.0
1061,7475.0,Harlan,6589.0,12.0,KY,886.0
1062,8398.0,Harrison,8011.0,5.0,KY,387.0
1063,7769.0,Hart,7375.0,5.0,KY,394.0
1064,21208.0,Henderson,20177.0,5.0,KY,1031.0
1065,7599.0,Henry,7243.0,5.0,KY,356.0
1066,2039.0,Hickman,1921.0,6.0,KY,118.0
1067,19635.0,Hopkins,18538.0,6.0,KY,1097.0
1068,4323.0,Jackson,3949.0,9.0,KY,374.0
1069,374488.0,Jefferson,356476.0,5.0,KY,18012.0
1070,25054.0,Jessamine,23999.0,4.0,KY,1055.0
1071,7629.0,Johnson,6996.0,8.0,KY,633.0
1072,82447.0,Kenton,78780.0,4.0,KY,3667.0
1073,4818.0,Knott,4337.0,10.0,KY,481.0
1074,9772.0,Knox,8975.0,8.0,KY,797.0
1075,5858.0,Larue,5560.0,5.0,KY,298.0
1076,23480.0,Laurel,22022.0,6.0,KY,1458.0
1077,5128.0,Lawrence,4653.0,9.0,KY,475.0
1078,2072.0,Lee,1900.0,8.0,KY,172.0
1079,2932.0,Leslie,2612.0,11.0,KY,320.0
1080,6859.0,Letcher,6092.0,11.0,KY,767.0
1081,5054.0,Lewis,4629.0,8.0,KY,425.0
1082,9011.0,Lincoln,8402.0,7.0,KY,609.0
1083,3685.0,Livingston,3420.0,7.0,KY,265.0
1084,11682.0,Logan,11132.0,5.0,KY,550.0
1085,2955.0,Lyon,2790.0,6.0,KY,165.0
1086,28783.0,McCracken,27137.0,6.0,KY,1646.0
1087,4835.0,McCreary,4441.0,8.0,KY,394.0
1088,4214.0,McLean,4006.0,5.0,KY,208.0
1089,44515.0,Madison,42571.0,4.0,KY,1944.0
1090,3509.0,Magoffin,2985.0,15.0,KY,524.0
1091,9211.0,Marion,8763.0,5.0,KY,448.0
1092,14846.0,Marshall,14017.0,6.0,KY,829.0
1093,3236.0,Martin,2927.0,10.0,KY,309.0
1094,7447.0,Mason,6998.0,6.0,KY,449.0
1095,11795.0,Meade,11140.0,6.0,KY,655.0
1096,2372.0,Menifee,2169.0,9.0,KY,203.0
1097,9782.0,Mercer,9295.0,5.0,KY,487.0
1098,4009.0,Metcalfe,3800.0,5.0,KY,209.0
1099,4611.0,Monroe,4414.0,4.0,KY,197.0
1100,11796.0,Montgomery,11027.0,7.0,KY,769.0
1101,4497.0,Morgan,4130.0,8.0,KY,367.0
1102,11667.0,Muhlenberg,10833.0,7.0,KY,834.0
1103,21129.0,Nelson,20066.0,5.0,KY,1063.0
1104,3327.0,Nicholas,3129.0,6.0,KY,198.0
1105,9411.0,Ohio,8819.0,6.0,KY,592.0
1106,30687.0,Oldham,29485.0,4.0,KY,1202.0
1107,5517.0,Owen,5294.0,4.0,KY,223.0
1108,1185.0,Owsley,1069.0,10.0,KY,116.0
1109,6608.0,Pendleton,6253.0,5.0,KY,355.0
1110,9009.0,Perry,8209.0,9.0,KY,800.0
1111,20891.0,Pike,18954.0,9.0,KY,1937.0
1112,4915.0,Powell,4571.0,7.0,KY,344.0
1113,25801.0,Pulaski,24301.0,6.0,KY,1500.0
1114,796.0,Robertson,745.0,6.0,KY,51.0
1115,6773.0,Rockcastle,6334.0,7.0,KY,439.0
1116,10454.0,Rowan,9843.0,6.0,KY,611.0
1117,6168.0,Russell,5446.0,12.0,KY,722.0
1118,26694.0,Scott,25634.0,4.0,KY,1060.0
1119,22711.0,Shelby,21792.0,4.0,KY,919.0
1120,8333.0,Simpson,7935.0,5.0,KY,398.0
1121,9186.0,Spencer,8789.0,4.0,KY,397.0
1122,11108.0,Taylor,10400.0,6.0,KY,708.0
1123,5425.0,Todd,5172.0,5.0,KY,253.0
1124,5670.0,Trigg,5343.0,6.0,KY,327.0
1125,3811.0,Trimble,3595.0,6.0,KY,216.0
1126,6191.0,Union,5777.0,7.0,KY,414.0
1127,58932.0,Warren,56277.0,5.0,KY,2655.0
1128,6109.0,Washington,5844.0,4.0,KY,265.0
1129,7276.0,Wayne,6703.0,8.0,KY,573.0
1130,6042.0,Webster,5731.0,5.0,KY,311.0
1131,13178.0,Whitley,12288.0,7.0,KY,890.0
1132,1953.0,Wolfe,1759.0,10.0,KY,194.0
1133,14249.0,Woodford,13746.0,4.0,KY,503.0
1135,25858.0,Acadia,24088.0,7.0,LA,1770.0
1136,8839.0,Allen,8224.0,7.0,LA,615.0
1137,61748.0,Ascension,58625.0,5.0,LA,3123.0
1138,9816.0,Assumption,9044.0,8.0,LA,772.0
1139,15989.0,Avoyelles,14787.0,8.0,LA,1202.0
1140,15218.0,Beauregard,14253.0,6.0,LA,965.0
1141,5810.0,Bienville,5329.0,8.0,LA,481.0
1142,58276.0,Bossier,54982.0,6.0,LA,3294.0
1143,110463.0,Caddo,102578.0,7.0,LA,7885.0
1144,99373.0,Calcasieu,94014.0,5.0,LA,5359.0
1145,4034.0,Caldwell,3699.0,8.0,LA,335.0
1146,3673.0,Cameron,3502.0,5.0,LA,171.0
1147,3620.0,Catahoula,3272.0,10.0,LA,348.0
1148,6197.0,Claiborne,5743.0,7.0,LA,454.0
1149,7553.0,Concordia,6899.0,9.0,LA,654.0
1150,11096.0,De,10211.0,8.0,LA,885.0
1151,235479.0,East,222699.0,5.0,LA,12780.0
1152,2220.0,East,1907.0,14.0,LA,313.0
1153,8226.0,East,7736.0,6.0,LA,490.0
1154,13010.0,Evangeline,12030.0,8.0,LA,980.0
1155,7532.0,Franklin,6803.0,10.0,LA,729.0
1156,8488.0,Grant,7866.0,7.0,LA,622.0
1157,31878.0,Iberia,29291.0,8.0,LA,2587.0
1158,14431.0,Iberville,13375.0,7.0,LA,1056.0
1159,7267.0,Jackson,6832.0,6.0,LA,435.0
1160,219824.0,Jefferson,207184.0,6.0,LA,12640.0
1161,13621.0,Jefferson,12776.0,6.0,LA,845.0
1162,120282.0,Lafayette,113456.0,6.0,LA,6826.0
1163,46710.0,Lafourche,44181.0,5.0,LA,2529.0
1164,6617.0,LaSalle,6160.0,7.0,LA,457.0
1165,21098.0,Lincoln,19621.0,7.0,LA,1477.0
1166,68399.0,Livingston,64895.0,5.0,LA,3504.0
1167,3910.0,Madison,3546.0,9.0,LA,364.0
1168,10839.0,Morehouse,9647.0,11.0,LA,1192.0
1169,16600.0,Natchitoches,15335.0,8.0,LA,1265.0
1170,182334.0,Orleans,170454.0,7.0,LA,11880.0
1171,72398.0,Ouachita,67583.0,7.0,LA,4815.0
1172,10344.0,Plaquemines,9765.0,6.0,LA,579.0
1173,10143.0,Pointe,9473.0,7.0,LA,670.0
1174,58288.0,Rapides,54524.0,7.0,LA,3764.0
1175,3923.0,Red,3651.0,7.0,LA,272.0
1176,8680.0,Richland,7921.0,9.0,LA,759.0
1177,9493.0,Sabine,8815.0,7.0,LA,678.0
1178,19756.0,St.,18451.0,7.0,LA,1305.0
1179,25657.0,St.,24188.0,6.0,LA,1469.0
1180,4538.0,St.,4126.0,9.0,LA,412.0
1181,9822.0,St.,8989.0,9.0,LA,833.0
1182,20412.0,St.,18885.0,8.0,LA,1527.0
1183,33839.0,St.,31121.0,8.0,LA,2718.0
1184,24120.0,St.,22460.0,7.0,LA,1660.0
1185,24306.0,St.,22455.0,8.0,LA,1851.0
1186,117664.0,St.,111321.0,5.0,LA,6343.0
1187,54314.0,Tangipahoa,50388.0,7.0,LA,3926.0
1188,1720.0,Tensas,1552.0,10.0,LA,168.0
1189,53101.0,Terrebonne,49928.0,6.0,LA,3173.0
1190,9371.0,Union,8700.0,7.0,LA,671.0
1191,25883.0,Vermilion,24085.0,7.0,LA,1798.0
1192,17461.0,Vernon,16103.0,8.0,LA,1358.0
1193,17072.0,Washington,15769.0,8.0,LA,1303.0
1194,15608.0,Webster,14231.0,9.0,LA,1377.0
1195,13281.0,West,12537.0,6.0,LA,744.0
1196,4129.0,West,3574.0,13.0,LA,555.0
1197,5415.0,West,5129.0,5.0,LA,286.0
1198,5347.0,Winn,4895.0,9.0,LA,452.0
1199,683369.0,Maine,653330.0,4.0,ME,30039.0
1200,54804.0,Androscoggin,52518.0,4.0,ME,2286.0
1201,31704.0,Aroostook,29829.0,6.0,ME,1875.0
1202,157921.0,Cumberland,152496.0,3.0,ME,5425.0
1203,14534.0,Franklin,13843.0,5.0,ME,691.0
1204,29065.0,Hancock,27442.0,6.0,ME,1623.0
1205,61626.0,Kennebec,59013.0,4.0,ME,2613.0
1206,20475.0,Knox,19635.0,4.0,ME,840.0
1207,16727.0,Lincoln,15983.0,4.0,ME,744.0
1208,26532.0,Oxford,25087.0,5.0,ME,1445.0
1209,76866.0,Penobscot,73225.0,5.0,ME,3641.0
1210,7452.0,Piscataquis,7041.0,6.0,ME,411.0
1211,18934.0,Sagadahoc,18268.0,4.0,ME,666.0
1212,23634.0,Somerset,22086.0,7.0,ME,1548.0
1213,20617.0,Waldo,19543.0,5.0,ME,1074.0
1214,13992.0,Washington,13098.0,6.0,ME,894.0
1215,108483.0,York,104220.0,4.0,ME,4263.0
1216,3151142.0,Maryland,2990942.0,5.0,MD,160200.0
1217,32391.0,Allegany,30133.0,7.0,MD,2258.0
1218,301862.0,Anne,288620.0,4.0,MD,13242.0
1219,446382.0,Baltimore,422797.0,5.0,MD,23585.0
1220,47161.0,Calvert,44999.0,5.0,MD,2162.0
1221,17524.0,Caroline,16571.0,5.0,MD,953.0
1222,93340.0,Carroll,89412.0,4.0,MD,3928.0
1223,52742.0,Cecil,49594.0,6.0,MD,3148.0
1224,80764.0,Charles,76752.0,5.0,MD,4012.0
1225,15846.0,Dorchester,14714.0,7.0,MD,1132.0
1226,128928.0,Frederick,123176.0,5.0,MD,5752.0
1227,15688.0,Garrett,14701.0,6.0,MD,987.0
1228,136301.0,Harford,129612.0,5.0,MD,6689.0
1229,177290.0,Howard,170550.0,4.0,MD,6740.0
1230,10608.0,Kent,10043.0,5.0,MD,565.0
1231,549111.0,Montgomery,527763.0,4.0,MD,21348.0
1232,488148.0,Prince,462577.0,5.0,MD,25571.0
1233,26706.0,Queen,25504.0,5.0,MD,1202.0
1234,54759.0,St.,52108.0,5.0,MD,2651.0
1235,9214.0,Somerset,8454.0,8.0,MD,760.0
1236,19328.0,Talbot,18381.0,5.0,MD,947.0
1237,76921.0,Washington,72616.0,6.0,MD,4305.0
1238,50151.0,Wicomico,46736.0,7.0,MD,3415.0
1239,25432.0,Worcester,22737.0,11.0,MD,2695.0
1240,294550.0,Baltimore,272395.0,8.0,MD,22155.0
1242,111567.0,Barnstable,104763.0,6.0,MA,6804.0
1243,65270.0,Berkshire,61751.0,5.0,MA,3519.0
1244,288942.0,Bristol,271227.0,6.0,MA,17715.0
1245,9455.0,Dukes,8838.0,7.0,MA,617.0
1246,407869.0,Essex,387516.0,5.0,MA,20353.0
1247,39433.0,Franklin,37702.0,4.0,MA,1731.0
1248,222565.0,Hampden,208324.0,6.0,MA,14241.0
1249,87311.0,Hampshire,83376.0,5.0,MA,3935.0
1250,863267.0,Middlesex,829429.0,4.0,MA,33838.0
1251,6967.0,Nantucket,6592.0,5.0,MA,375.0
1252,369035.0,Norfolk,353647.0,4.0,MA,15388.0
1253,268191.0,Plymouth,254630.0,5.0,MA,13561.0
1254,420860.0,Suffolk,402312.0,4.0,MA,18548.0
1255,427506.0,Worcester,405765.0,5.0,MA,21741.0
1257,3799.0,Alcona,3494.0,8.0,MI,305.0
1258,3223.0,Alger,2949.0,9.0,MI,274.0
1259,60372.0,Allegan,57870.0,4.0,MI,2502.0
1260,13593.0,Alpena,12746.0,6.0,MI,847.0
1261,9972.0,Antrim,9227.0,8.0,MI,745.0
1262,6216.0,Arenac,5659.0,9.0,MI,557.0
1263,3291.0,Baraga,2991.0,9.0,MI,300.0
1264,30170.0,Barry,28874.0,4.0,MI,1296.0
1265,52117.0,Bay,49111.0,6.0,MI,3006.0
1266,8660.0,Benzie,8056.0,7.0,MI,604.0
1267,73276.0,Berrien,69456.0,5.0,MI,3820.0
1268,19116.0,Branch,18138.0,5.0,MI,978.0
1269,64052.0,Calhoun,60783.0,5.0,MI,3269.0
1270,23979.0,Cass,22765.0,5.0,MI,1214.0
1271,13025.0,Charlevoix,12239.0,6.0,MI,786.0
1272,10664.0,Cheboygan,9692.0,9.0,MI,972.0
1273,16663.0,Chippewa,15366.0,8.0,MI,1297.0
1274,11759.0,Clare,10849.0,8.0,MI,910.0
1275,39678.0,Clinton,38122.0,4.0,MI,1556.0
1276,5264.0,Crawford,4852.0,8.0,MI,412.0
1277,17210.0,Delta,16042.0,7.0,MI,1168.0
1278,12583.0,Dickinson,11871.0,6.0,MI,712.0
1279,55764.0,Eaton,53296.0,4.0,MI,2468.0
1280,17604.0,Emmet,16335.0,7.0,MI,1269.0
1281,181426.0,Genesee,170382.0,6.0,MI,11044.0
1282,9961.0,Gladwin,9236.0,7.0,MI,725.0
1283,6483.0,Gogebic,6009.0,7.0,MI,474.0
1284,48367.0,Grand,46111.0,5.0,MI,2256.0
1285,18260.0,Gratiot,17224.0,6.0,MI,1036.0
1286,20990.0,Hillsdale,19889.0,5.0,MI,1101.0
1287,16537.0,Houghton,15487.0,6.0,MI,1050.0
1288,16336.0,Huron,15455.0,5.0,MI,881.0
1289,145587.0,Ingham,138778.0,5.0,MI,6809.0
1290,29309.0,Ionia,27968.0,5.0,MI,1341.0
1291,10077.0,Iosco,9318.0,8.0,MI,759.0
1292,5197.0,Iron,4831.0,7.0,MI,366.0
1293,35245.0,Isabella,33551.0,5.0,MI,1694.0
1294,72913.0,Jackson,69056.0,5.0,MI,3857.0
1295,128930.0,Kalamazoo,123323.0,4.0,MI,5607.0
1296,7612.0,Kalkaska,7028.0,8.0,MI,584.0
1297,341904.0,Kent,329042.0,4.0,MI,12862.0
1298,938.0,Keweenaw,851.0,9.0,MI,87.0
1299,3672.0,Lake,3357.0,9.0,MI,315.0
1300,39712.0,Lapeer,36846.0,7.0,MI,2866.0
1301,10566.0,Leelanau,10009.0,5.0,MI,557.0
1302,47393.0,Lenawee,45018.0,5.0,MI,2375.0
1303,96400.0,Livingston,91931.0,5.0,MI,4469.0
1304,2455.0,Luce,2284.0,7.0,MI,171.0
1305,5113.0,Mackinac,4616.0,10.0,MI,497.0
1306,421322.0,Macomb,397009.0,6.0,MI,24313.0
1307,10388.0,Manistee,9697.0,7.0,MI,691.0
1308,33323.0,Marquette,31325.0,6.0,MI,1998.0
1309,14389.0,Mason,13510.0,6.0,MI,879.0
1310,19108.0,Mecosta,17932.0,6.0,MI,1176.0
1311,11507.0,Menominee,10887.0,5.0,MI,620.0
1312,41360.0,Midland,39345.0,5.0,MI,2015.0
1313,6975.0,Missaukee,6518.0,7.0,MI,457.0
1314,76092.0,Monroe,72628.0,5.0,MI,3464.0
1315,27634.0,Montcalm,26053.0,6.0,MI,1581.0
1316,3060.0,Montmorency,2755.0,10.0,MI,305.0
1317,77170.0,Muskegon,72677.0,6.0,MI,4493.0
1318,23041.0,Newaygo,21779.0,6.0,MI,1262.0
1319,632577.0,Oakland,602606.0,5.0,MI,29971.0
1320,12465.0,Oceana,11469.0,8.0,MI,996.0
1321,8392.0,Ogemaw,7732.0,8.0,MI,660.0
1322,2290.0,Ontonagon,2075.0,9.0,MI,215.0
1323,10142.0,Osceola,9482.0,7.0,MI,660.0
1324,2905.0,Oscoda,2653.0,9.0,MI,252.0
1325,11387.0,Otsego,10689.0,6.0,MI,698.0
1326,152151.0,Ottawa,146621.0,4.0,MI,5530.0
1327,5348.0,Presque,4803.0,10.0,MI,545.0
1328,7794.0,Roscommon,7090.0,9.0,MI,704.0
1329,88253.0,Saginaw,83223.0,6.0,MI,5030.0
1330,72795.0,St.,67818.0,7.0,MI,4977.0
1331,28997.0,St.,27687.0,5.0,MI,1310.0
1332,19471.0,Sanilac,18203.0,7.0,MI,1268.0
1333,3452.0,Schoolcraft,3078.0,11.0,MI,374.0
1334,33021.0,Shiawassee,31155.0,6.0,MI,1866.0
1335,24482.0,Tuscola,22841.0,7.0,MI,1641.0
1336,35175.0,Van,32964.0,6.0,MI,2211.0
1337,188111.0,Washtenaw,181123.0,4.0,MI,6988.0
1338,758684.0,Wayne,706075.0,7.0,MI,52609.0
1339,14550.0,Wexford,13568.0,7.0,MI,982.0
1341,6871.0,Aitkin,6423.0,7.0,MN,448.0
1342,189854.0,Anoka,183013.0,4.0,MN,6841.0
1343,18399.0,Becker,17597.0,4.0,MN,802.0
1344,23502.0,Beltrami,22353.0,5.0,MN,1149.0
1345,21589.0,Benton,20633.0,4.0,MN,956.0
1346,2682.0,Big,2563.0,4.0,MN,119.0
1347,39381.0,Blue,38224.0,3.0,MN,1157.0
1348,14620.0,Brown,14024.0,4.0,MN,596.0
1349,17570.0,Carlton,16709.0,5.0,MN,861.0
1350,55179.0,Carver,53436.0,3.0,MN,1743.0
1351,14031.0,Cass,13095.0,7.0,MN,936.0
1352,6945.0,Chippewa,6642.0,4.0,MN,303.0
1353,28734.0,Chisago,27539.0,4.0,MN,1195.0
1354,35546.0,Clay,34446.0,3.0,MN,1100.0
1355,4627.0,Clearwater,4208.0,9.0,MN,419.0
1356,3154.0,Cook,3016.0,4.0,MN,138.0
1357,5788.0,Cottonwood,5513.0,5.0,MN,275.0
1358,31498.0,Crow,29879.0,5.0,MN,1619.0
1359,232285.0,Dakota,224645.0,3.0,MN,7640.0
1360,11454.0,Dodge,11028.0,4.0,MN,426.0
1361,20138.0,Douglas,19452.0,3.0,MN,686.0
1362,7503.0,Faribault,7176.0,4.0,MN,327.0
1363,11405.0,Fillmore,10941.0,4.0,MN,464.0
1364,16345.0,Freeborn,15730.0,4.0,MN,615.0
1365,26881.0,Goodhue,25938.0,4.0,MN,943.0
1366,3347.0,Grant,3190.0,5.0,MN,157.0
1367,676859.0,Hennepin,654708.0,3.0,MN,22151.0
1368,10484.0,Houston,10086.0,4.0,MN,398.0
1369,9553.0,Hubbard,8971.0,6.0,MN,582.0
1370,20197.0,Isanti,19331.0,4.0,MN,866.0
1371,22297.0,Itasca,20856.0,7.0,MN,1441.0
1372,6288.0,Jackson,6035.0,4.0,MN,253.0
1373,8834.0,Kanabec,8254.0,7.0,MN,580.0
1374,24062.0,Kandiyohi,23166.0,4.0,MN,896.0
1375,2473.0,Kittson,2359.0,5.0,MN,114.0
1376,6253.0,Koochiching,5747.0,8.0,MN,506.0
1377,3764.0,Lac,3610.0,4.0,MN,154.0
1378,5610.0,Lake,5342.0,5.0,MN,268.0
1379,2422.0,Lake,2315.0,4.0,MN,107.0
1380,15537.0,Le,14790.0,5.0,MN,747.0
1381,3392.0,Lincoln,3273.0,4.0,MN,119.0
1382,15286.0,Lyon,14796.0,3.0,MN,490.0
1383,20203.0,McLeod,19411.0,4.0,MN,792.0
1384,2405.0,Mahnomen,2267.0,6.0,MN,138.0
1385,5743.0,Marshall,5348.0,7.0,MN,395.0
1386,10447.0,Martin,10024.0,4.0,MN,423.0
1387,13339.0,Meeker,12782.0,4.0,MN,557.0
1388,12612.0,Mille,11884.0,6.0,MN,728.0
1389,17796.0,Morrison,16838.0,5.0,MN,958.0
1390,20363.0,Mower,19711.0,3.0,MN,652.0
1391,5063.0,Murray,4839.0,4.0,MN,224.0
1392,20308.0,Nicollet,19774.0,3.0,MN,534.0
1393,11526.0,Nobles,11158.0,3.0,MN,368.0
1394,3441.0,Norman,3281.0,5.0,MN,160.0
1395,83903.0,Olmsted,81462.0,3.0,MN,2441.0
1396,31118.0,Otter,29815.0,4.0,MN,1303.0
1397,9078.0,Pennington,8614.0,5.0,MN,464.0
1398,14784.0,Pine,13964.0,6.0,MN,820.0
1399,4977.0,Pipestone,4811.0,3.0,MN,166.0
1400,17165.0,Polk,16443.0,4.0,MN,722.0
1401,6389.0,Pope,6167.0,4.0,MN,222.0
1402,279593.0,Ramsey,269768.0,4.0,MN,9825.0
1403,2329.0,Red,2193.0,6.0,MN,136.0
1404,8269.0,Redwood,7946.0,4.0,MN,323.0
1405,8592.0,Renville,8181.0,5.0,MN,411.0
1406,35425.0,Rice,34175.0,4.0,MN,1250.0
1407,5909.0,Rock,5784.0,2.0,MN,125.0
1408,8602.0,Roseau,8262.0,4.0,MN,340.0
1409,101926.0,St.,96884.0,5.0,MN,5042.0
1410,79160.0,Scott,76693.0,3.0,MN,2467.0
1411,49472.0,Sherburne,47496.0,4.0,MN,1976.0
1412,8510.0,Sibley,8158.0,4.0,MN,352.0
1413,88137.0,Stearns,84962.0,4.0,MN,3175.0
1414,21203.0,Steele,20498.0,3.0,MN,705.0
1415,5709.0,Stevens,5549.0,3.0,MN,160.0
1416,5170.0,Swift,4860.0,6.0,MN,310.0
1417,13008.0,Todd,12440.0,4.0,MN,568.0
1418,1835.0,Traverse,1759.0,4.0,MN,76.0
1419,11993.0,Wabasha,11541.0,4.0,MN,452.0
1420,6328.0,Wadena,5955.0,6.0,MN,373.0
1421,9752.0,Waseca,9350.0,4.0,MN,402.0
1422,137160.0,Washington,132839.0,3.0,MN,4321.0
1423,6251.0,Watonwan,5960.0,5.0,MN,291.0
1424,3690.0,Wilkin,3568.0,3.0,MN,122.0
1425,29474.0,Winona,28500.0,3.0,MN,974.0
1426,71983.0,Wright,69347.0,4.0,MN,2636.0
1427,5576.0,Yellow,5372.0,4.0,MN,204.0
1429,11414.0,Adams,10503.0,8.0,MS,911.0
1430,15724.0,Alcorn,14837.0,6.0,MS,887.0
1431,4515.0,Amite,4173.0,8.0,MS,342.0
1432,6985.0,Attala,6453.0,8.0,MS,532.0
1433,2984.0,Benton,2746.0,8.0,MS,238.0
1434,13389.0,Bolivar,12338.0,8.0,MS,1051.0
1435,6138.0,Calhoun,5760.0,6.0,MS,378.0
1436,3460.0,Carroll,3177.0,8.0,MS,283.0
1437,7151.0,Chickasaw,6602.0,8.0,MS,549.0
1438,3711.0,Choctaw,3479.0,6.0,MS,232.0
1439,3119.0,Claiborne,2728.0,13.0,MS,391.0
1440,6076.0,Clarke,5600.0,8.0,MS,476.0
1441,8019.0,Clay,7251.0,10.0,MS,768.0
1442,9451.0,Coahoma,8500.0,10.0,MS,951.0
1443,11260.0,Copiah,10447.0,7.0,MS,813.0
1444,7967.0,Covington,7501.0,6.0,MS,466.0
1445,84566.0,DeSoto,80508.0,5.0,MS,4058.0
1446,32842.0,Forrest,30778.0,6.0,MS,2064.0
1447,2938.0,Franklin,2713.0,8.0,MS,225.0
1448,8857.0,George,8193.0,8.0,MS,664.0
1449,4329.0,Greene,4003.0,8.0,MS,326.0
1450,9481.0,Grenada,8917.0,6.0,MS,564.0
1451,18676.0,Hancock,17466.0,7.0,MS,1210.0
1452,85654.0,Harrison,80568.0,6.0,MS,5086.0
1453,109216.0,Hinds,102641.0,6.0,MS,6575.0
1454,6116.0,Holmes,5381.0,12.0,MS,735.0
1455,2467.0,Humphreys,2155.0,13.0,MS,312.0
1456,419.0,Issaquena,347.0,17.0,MS,72.0
1457,10210.0,Itawamba,9626.0,6.0,MS,584.0
1458,58978.0,Jackson,54826.0,7.0,MS,4152.0
1459,6364.0,Jasper,5866.0,8.0,MS,498.0
1460,2277.0,Jefferson,1938.0,15.0,MS,339.0
1461,4129.0,Jefferson,3769.0,9.0,MS,360.0
1462,26552.0,Jones,24960.0,6.0,MS,1592.0
1463,3577.0,Kemper,3207.0,10.0,MS,370.0
1464,24447.0,Lafayette,23112.0,6.0,MS,1335.0
1465,28902.0,Lamar,27511.0,5.0,MS,1391.0
1466,31661.0,Lauderdale,29585.0,7.0,MS,2076.0
1467,4745.0,Lawrence,4403.0,7.0,MS,342.0
1468,7890.0,Leake,7405.0,6.0,MS,485.0
1469,39860.0,Lee,37648.0,6.0,MS,2212.0
1470,10491.0,Leflore,9362.0,11.0,MS,1129.0
1471,14225.0,Lincoln,13363.0,6.0,MS,862.0
1472,25122.0,Lowndes,23358.0,7.0,MS,1764.0
1473,51644.0,Madison,49283.0,5.0,MS,2361.0
1474,10008.0,Marion,9278.0,7.0,MS,730.0
1475,14446.0,Marshall,13403.0,7.0,MS,1043.0
1476,15484.0,Monroe,14343.0,7.0,MS,1141.0
1477,4199.0,Montgomery,3874.0,8.0,MS,325.0
1478,10623.0,Neshoba,9972.0,6.0,MS,651.0
1479,8719.0,Newton,8185.0,6.0,MS,534.0
1480,3954.0,Noxubee,3567.0,10.0,MS,387.0
1481,22499.0,Oktibbeha,21119.0,6.0,MS,1380.0
1482,13440.0,Panola,12271.0,9.0,MS,1169.0
1483,22868.0,Pearl,21460.0,6.0,MS,1408.0
