,Civilian labour force,County,Employed poulation,Rate of Unemployment,State,Unemployed population
2452,13312.0,Meade,12890.0,3.0,SD,422.0
2453,796.0,Mellette,755.0,5.0,SD,41.0
2454,1209.0,Miner,1180.0,2.0,SD,29.0
2455,106109.0,Minnehaha,103238.0,3.0,SD,2871.0
2456,3936.0,Moody,3802.0,3.0,SD,134.0
2457,3580.0,Oglala,3169.0,12.0,SD,411.0
2458,54261.0,Pennington,52547.0,3.0,SD,1714.0
2459,1573.0,Perkins,1523.0,3.0,SD,50.0
2460,1180.0,Potter,1142.0,3.0,SD,38.0
2461,4856.0,Roberts,4645.0,4.0,SD,211.0
2462,1224.0,Sanborn,1193.0,3.0,SD,31.0
2463,3310.0,Spink,3208.0,3.0,SD,102.0
2464,1831.0,Stanley,1787.0,2.0,SD,44.0
2465,868.0,Sully,846.0,3.0,SD,22.0
2466,3044.0,Todd,2819.0,7.0,SD,225.0
2467,3075.0,Tripp,2993.0,3.0,SD,82.0
2468,4627.0,Turner,4503.0,3.0,SD,124.0
2469,8014.0,Union,7742.0,3.0,SD,272.0
2470,2264.0,Walworth,2141.0,5.0,SD,123.0
2471,11577.0,Yankton,11275.0,3.0,SD,302.0
2472,982.0,Ziebach,932.0,5.0,SD,50.0
2474,33228.0,Anderson,31292.0,6.0,TN,1936.0
2475,19375.0,Bedford,18127.0,6.0,TN,1248.0
2476,6753.0,Benton,6235.0,8.0,TN,518.0
2477,4243.0,Bledsoe,3906.0,8.0,TN,337.0
2478,59428.0,Blount,56355.0,5.0,TN,3073.0
2479,49352.0,Bradley,46775.0,5.0,TN,2577.0
2480,14604.0,Campbell,13448.0,8.0,TN,1156.0
2481,5847.0,Cannon,5509.0,6.0,TN,338.0
2482,12164.0,Carroll,11157.0,8.0,TN,1007.0
2483,23492.0,Carter,21978.0,6.0,TN,1514.0
2484,19834.0,Cheatham,18874.0,5.0,TN,960.0
2485,8211.0,Chester,7730.0,6.0,TN,481.0
2486,12585.0,Claiborne,11677.0,7.0,TN,908.0
2487,2994.0,Clay,2729.0,9.0,TN,265.0
2488,14382.0,Cocke,13266.0,8.0,TN,1116.0
2489,24249.0,Coffee,22909.0,6.0,TN,1340.0
2490,6811.0,Crockett,6372.0,6.0,TN,439.0
2491,22892.0,Cumberland,21274.0,7.0,TN,1618.0
2492,363536.0,Davidson,347645.0,4.0,TN,15891.0
2493,4704.0,Decatur,4334.0,8.0,TN,370.0
2494,7354.0,DeKalb,6849.0,7.0,TN,505.0
2495,24053.0,Dickson,22746.0,5.0,TN,1307.0
2496,16635.0,Dyer,15443.0,7.0,TN,1192.0
2497,17840.0,Fayette,16738.0,6.0,TN,1102.0
2498,6990.0,Fentress,6481.0,7.0,TN,509.0
2499,19560.0,Franklin,18546.0,5.0,TN,1014.0
2500,20994.0,Gibson,19447.0,7.0,TN,1547.0
2501,14528.0,Giles,13804.0,5.0,TN,724.0
2502,9129.0,Grainger,8523.0,7.0,TN,606.0
2503,30559.0,Greene,28588.0,6.0,TN,1971.0
2504,4862.0,Grundy,4486.0,8.0,TN,376.0
2505,26420.0,Hamblen,24782.0,6.0,TN,1638.0
2506,167045.0,Hamilton,158180.0,5.0,TN,8865.0
2507,2060.0,Hancock,1861.0,10.0,TN,199.0
2508,9274.0,Hardeman,8578.0,8.0,TN,696.0
2509,10246.0,Hardin,9510.0,7.0,TN,736.0
2510,23494.0,Hawkins,21994.0,6.0,TN,1500.0
2511,7616.0,Haywood,6979.0,8.0,TN,637.0
2512,12254.0,Henderson,11277.0,8.0,TN,977.0
2513,13854.0,Henry,12948.0,7.0,TN,906.0
2514,10300.0,Hickman,9715.0,6.0,TN,585.0
2515,3192.0,Houston,2917.0,9.0,TN,275.0
2516,8454.0,Humphreys,7883.0,7.0,TN,571.0
2517,4457.0,Jackson,4107.0,8.0,TN,350.0
2518,23255.0,Jefferson,21769.0,6.0,TN,1486.0
2519,7296.0,Johnson,6886.0,6.0,TN,410.0
2520,228031.0,Knox,217386.0,5.0,TN,10645.0
2521,1968.0,Lake,1800.0,9.0,TN,168.0
2522,9580.0,Lauderdale,8733.0,9.0,TN,847.0
2523,17691.0,Lawrence,16525.0,7.0,TN,1166.0
2524,4796.0,Lewis,4446.0,7.0,TN,350.0
2525,15117.0,Lincoln,14390.0,5.0,TN,727.0
2526,21899.0,Loudon,20674.0,6.0,TN,1225.0
2527,22610.0,McMinn,21181.0,6.0,TN,1429.0
2528,8744.0,McNairy,8002.0,9.0,TN,742.0
2529,9945.0,Macon,9418.0,5.0,TN,527.0
2530,46453.0,Madison,43722.0,6.0,TN,2731.0
2531,11693.0,Marion,10905.0,7.0,TN,788.0
2532,14741.0,Marshall,13917.0,6.0,TN,824.0
2533,42288.0,Maury,40121.0,5.0,TN,2167.0
2534,4848.0,Meigs,4479.0,8.0,TN,369.0
2535,19013.0,Monroe,17821.0,6.0,TN,1192.0
2536,78457.0,Montgomery,73899.0,6.0,TN,4558.0
2537,3300.0,Moore,3151.0,5.0,TN,149.0
2538,7704.0,Morgan,7129.0,8.0,TN,575.0
2539,12456.0,Obion,11383.0,9.0,TN,1073.0
2540,9075.0,Overton,8428.0,7.0,TN,647.0
2541,3114.0,Perry,2905.0,7.0,TN,209.0
2542,2394.0,Pickett,2212.0,8.0,TN,182.0
2543,7312.0,Polk,6832.0,7.0,TN,480.0
2544,32396.0,Putnam,30506.0,6.0,TN,1890.0
2545,13069.0,Rhea,12104.0,7.0,TN,965.0
2546,22547.0,Roane,21089.0,7.0,TN,1458.0
2547,33761.0,Robertson,32115.0,5.0,TN,1646.0
2548,155332.0,Rutherford,148375.0,5.0,TN,6957.0
2549,8067.0,Scott,7316.0,9.0,TN,751.0
2550,5783.0,Sequatchie,5409.0,7.0,TN,374.0
2551,49768.0,Sevier,46775.0,6.0,TN,2993.0
2552,429297.0,Shelby,401766.0,6.0,TN,27531.0
2553,8472.0,Smith,7997.0,6.0,TN,475.0
2554,5131.0,Stewart,4737.0,8.0,TN,394.0
2555,69035.0,Sullivan,65049.0,6.0,TN,3986.0
2556,88443.0,Sumner,84371.0,5.0,TN,4072.0
2557,27447.0,Tipton,25504.0,7.0,TN,1943.0
2558,3677.0,Trousdale,3460.0,6.0,TN,217.0
2559,7020.0,Unicoi,6461.0,8.0,TN,559.0
2560,7208.0,Union,6718.0,7.0,TN,490.0
2561,2050.0,Van,1886.0,8.0,TN,164.0
2562,17771.0,Warren,16775.0,6.0,TN,996.0
2563,57746.0,Washington,54540.0,6.0,TN,3206.0
2564,6177.0,Wayne,5720.0,7.0,TN,457.0
2565,15564.0,Weakley,14510.0,7.0,TN,1054.0
2566,11395.0,White,10705.0,6.0,TN,690.0
2567,107404.0,Williamson,103103.0,4.0,TN,4301.0
2568,64515.0,Wilson,61562.0,5.0,TN,2953.0
2570,22826.0,Anderson,21930.0,4.0,TX,896.0
2571,9293.0,Andrews,8970.0,4.0,TX,323.0
2572,37364.0,Angelina,35278.0,6.0,TX,2086.0
2573,10051.0,Aransas,9543.0,5.0,TX,508.0
2574,4119.0,Archer,3937.0,4.0,TX,182.0
2575,975.0,Armstrong,949.0,3.0,TX,26.0
2576,20520.0,Atascosa,19544.0,5.0,TX,976.0
2577,14030.0,Austin,13386.0,5.0,TX,644.0
2578,2798.0,Bailey,2678.0,4.0,TX,120.0
2579,9171.0,Bandera,8807.0,4.0,TX,364.0
2580,37507.0,Bastrop,36053.0,4.0,TX,1454.0
2581,1625.0,Baylor,1568.0,4.0,TX,57.0
2582,10373.0,Bee,9732.0,6.0,TX,641.0
2583,136155.0,Bell,129832.0,5.0,TX,6323.0
2584,878118.0,Bexar,844697.0,4.0,TX,33421.0
2585,5763.0,Blanco,5583.0,3.0,TX,180.0
2586,412.0,Borden,400.0,3.0,TX,12.0
2587,8053.0,Bosque,7692.0,5.0,TX,361.0
2588,39120.0,Bowie,37244.0,5.0,TX,1876.0
2589,166911.0,Brazoria,159285.0,5.0,TX,7626.0
2590,108516.0,Brazos,104924.0,3.0,TX,3592.0
2591,3907.0,Brewster,3753.0,4.0,TX,154.0
2592,594.0,Briscoe,571.0,4.0,TX,23.0
2593,2601.0,Brooks,2343.0,10.0,TX,258.0
2594,15880.0,Brown,15195.0,4.0,TX,685.0
2595,7751.0,Burleson,7414.0,4.0,TX,337.0
2596,21159.0,Burnet,20389.0,4.0,TX,770.0
2597,17410.0,Caldwell,16655.0,4.0,TX,755.0
2598,11319.0,Calhoun,10868.0,4.0,TX,451.0
2599,5727.0,Callahan,5483.0,4.0,TX,244.0
2600,162940.0,Cameron,151358.0,7.0,TX,11582.0
2601,5089.0,Camp,4777.0,6.0,TX,312.0
2602,3066.0,Carson,2968.0,3.0,TX,98.0
2603,12157.0,Cass,11333.0,7.0,TX,824.0
2604,3613.0,Castro,3491.0,3.0,TX,122.0
2605,17792.0,Chambers,16844.0,5.0,TX,948.0
2606,20881.0,Cherokee,19804.0,5.0,TX,1077.0
2607,2866.0,Childress,2777.0,3.0,TX,89.0
2608,4908.0,Clay,4693.0,4.0,TX,215.0
2609,1316.0,Cochran,1249.0,5.0,TX,67.0
2610,1396.0,Coke,1340.0,4.0,TX,56.0
2611,3048.0,Coleman,2879.0,6.0,TX,169.0
2612,488234.0,Collin,470529.0,4.0,TX,17705.0
2613,1270.0,Collingsworth,1223.0,4.0,TX,47.0
2614,9899.0,Colorado,9509.0,4.0,TX,390.0
2615,61841.0,Comal,59574.0,4.0,TX,2267.0
2616,5354.0,Comanche,5127.0,4.0,TX,227.0
2617,1373.0,Concho,1328.0,3.0,TX,45.0
2618,19752.0,Cooke,19024.0,4.0,TX,728.0
2619,24484.0,Coryell,23318.0,5.0,TX,1166.0
2620,545.0,Cottle,506.0,7.0,TX,39.0
2621,1835.0,Crane,1730.0,6.0,TX,105.0
2622,1899.0,Crockett,1785.0,6.0,TX,114.0
2623,2645.0,Crosby,2531.0,4.0,TX,114.0
2624,1039.0,Culberson,996.0,4.0,TX,43.0
2625,4004.0,Dallam,3917.0,2.0,TX,87.0
2626,1261721.0,Dallas,1207803.0,4.0,TX,53918.0
2627,4769.0,Dawson,4553.0,5.0,TX,216.0
2628,8787.0,Deaf,8511.0,3.0,TX,276.0
2629,2592.0,Delta,2474.0,5.0,TX,118.0
2630,428166.0,Denton,412960.0,4.0,TX,15206.0
2631,10045.0,DeWitt,9645.0,4.0,TX,400.0
2632,702.0,Dickens,670.0,5.0,TX,32.0
2633,7156.0,Dimmit,6825.0,5.0,TX,331.0
2634,1592.0,Donley,1526.0,4.0,TX,66.0
2635,5234.0,Duval,4811.0,8.0,TX,423.0
2636,8031.0,Eastland,7652.0,5.0,TX,379.0
2637,79709.0,Ector,76012.0,5.0,TX,3697.0
2638,864.0,Edwards,824.0,5.0,TX,40.0
2639,80881.0,Ellis,77700.0,4.0,TX,3181.0
2640,341302.0,El,323688.0,5.0,TX,17614.0
2641,20145.0,Erath,19355.0,4.0,TX,790.0
2642,6449.0,Falls,6176.0,4.0,TX,273.0
2643,15362.0,Fannin,14733.0,4.0,TX,629.0
2644,12764.0,Fayette,12341.0,3.0,TX,423.0
2645,1799.0,Fisher,1730.0,4.0,TX,69.0
2646,2743.0,Floyd,2591.0,6.0,TX,152.0
2647,550.0,Foard,528.0,4.0,TX,22.0
2648,355573.0,Fort,340441.0,4.0,TX,15132.0
2649,4553.0,Franklin,4331.0,5.0,TX,222.0
2650,7405.0,Freestone,7004.0,5.0,TX,401.0
2651,9795.0,Frio,9420.0,4.0,TX,375.0
2652,9398.0,Gaines,9094.0,3.0,TX,304.0
2653,157808.0,Galveston,149954.0,5.0,TX,7854.0
2654,2129.0,Garza,2051.0,4.0,TX,78.0
2655,12633.0,Gillespie,12270.0,3.0,TX,363.0
2656,821.0,Glasscock,798.0,3.0,TX,23.0
2657,3445.0,Goliad,3292.0,4.0,TX,153.0
2658,9691.0,Gonzales,9336.0,4.0,TX,355.0
2659,9268.0,Gray,8748.0,6.0,TX,520.0
2660,59944.0,Grayson,57533.0,4.0,TX,2411.0
2661,59229.0,Gregg,56301.0,5.0,TX,2928.0
2662,11502.0,Grimes,10891.0,5.0,TX,611.0
2663,72882.0,Guadalupe,70313.0,4.0,TX,2569.0
2664,12875.0,Hale,12059.0,6.0,TX,816.0
2665,1202.0,Hall,1138.0,5.0,TX,64.0
2666,3480.0,Hamilton,3318.0,5.0,TX,162.0
2667,3109.0,Hansford,3017.0,3.0,TX,92.0
2668,1619.0,Hardeman,1540.0,5.0,TX,79.0
2669,24968.0,Hardin,23562.0,6.0,TX,1406.0
2670,2232553.0,Harris,2129050.0,5.0,TX,103503.0
2671,31176.0,Harrison,29551.0,5.0,TX,1625.0
2672,3002.0,Hartley,2938.0,2.0,TX,64.0
2673,2580.0,Haskell,2490.0,4.0,TX,90.0
2674,98383.0,Hays,95015.0,3.0,TX,3368.0
2675,2299.0,Hemphill,2227.0,3.0,TX,72.0
2676,34339.0,Henderson,32673.0,5.0,TX,1666.0
2677,330600.0,Hidalgo,304446.0,8.0,TX,26154.0
2678,15603.0,Hill,14894.0,5.0,TX,709.0
2679,11709.0,Hockley,11223.0,4.0,TX,486.0
2680,24516.0,Hood,23411.0,5.0,TX,1105.0
2681,16999.0,Hopkins,16285.0,4.0,TX,714.0
2682,9929.0,Houston,9487.0,5.0,TX,442.0
2683,13345.0,Howard,12731.0,5.0,TX,614.0
2684,1280.0,Hudspeth,1208.0,6.0,TX,72.0
2685,38873.0,Hunt,37040.0,5.0,TX,1833.0
2686,9789.0,Hutchinson,9358.0,4.0,TX,431.0
2687,799.0,Irion,770.0,4.0,TX,29.0
2688,4076.0,Jack,3904.0,4.0,TX,172.0
2689,7362.0,Jackson,7086.0,4.0,TX,276.0
2690,13866.0,Jasper,12831.0,8.0,TX,1035.0
2691,1079.0,Jeff,1044.0,3.0,TX,35.0
2692,107873.0,Jefferson,100367.0,7.0,TX,7506.0
2693,2026.0,Jim,1880.0,7.0,TX,146.0
2694,19203.0,Jim,17688.0,8.0,TX,1515.0
2695,74229.0,Johnson,70974.0,4.0,TX,3255.0
2696,5663.0,Jones,5353.0,6.0,TX,310.0
2697,6421.0,Karnes,6150.0,4.0,TX,271.0
2698,55017.0,Kaufman,52780.0,4.0,TX,2237.0
2699,19145.0,Kendall,18518.0,3.0,TX,627.0
2700,282.0,Kenedy,273.0,3.0,TX,9.0
2701,497.0,Kent,484.0,3.0,TX,13.0
2702,21163.0,Kerr,20386.0,4.0,TX,777.0
2703,1998.0,Kimble,1926.0,4.0,TX,72.0
2704,200.0,King,193.0,4.0,TX,7.0
2705,1184.0,Kinney,1109.0,6.0,TX,75.0
2706,14385.0,Kleberg,13537.0,6.0,TX,848.0
2707,1680.0,Knox,1617.0,4.0,TX,63.0
2708,22164.0,Lamar,21107.0,5.0,TX,1057.0
2709,5504.0,Lamb,5013.0,9.0,TX,491.0
2710,9048.0,Lampasas,8651.0,4.0,TX,397.0
2711,4265.0,La,4088.0,4.0,TX,177.0
2712,8798.0,Lavaca,8465.0,4.0,TX,333.0
2713,9294.0,Lee,8964.0,4.0,TX,330.0
2714,6927.0,Leon,6558.0,5.0,TX,369.0
2715,30920.0,Liberty,28789.0,7.0,TX,2131.0
2716,8572.0,Limestone,8143.0,5.0,TX,429.0
2717,1723.0,Lipscomb,1656.0,4.0,TX,67.0
2718,5885.0,Live,5649.0,4.0,TX,236.0
2719,8142.0,Llano,7797.0,4.0,TX,345.0
2720,77.0,Loving,73.0,5.0,TX,4.0
2721,149461.0,Lubbock,144381.0,3.0,TX,5080.0
2722,2760.0,Lynn,2649.0,4.0,TX,111.0
2723,3920.0,McCulloch,3732.0,5.0,TX,188.0
2724,112473.0,McLennan,107905.0,4.0,TX,4568.0
2725,968.0,McMullen,948.0,2.0,TX,20.0
2726,5112.0,Madison,4893.0,4.0,TX,219.0
2727,4410.0,Marion,4124.0,7.0,TX,286.0
2728,2581.0,Martin,2491.0,4.0,TX,90.0
2729,1802.0,Mason,1733.0,4.0,TX,69.0
2730,17163.0,Matagorda,16007.0,7.0,TX,1156.0
2731,23622.0,Maverick,21109.0,11.0,TX,2513.0
2732,20406.0,Medina,19515.0,4.0,TX,891.0
2733,856.0,Menard,812.0,5.0,TX,44.0
2734,88310.0,Midland,85257.0,4.0,TX,3053.0
2735,10112.0,Milam,9583.0,5.0,TX,529.0
2736,1988.0,Mills,1915.0,4.0,TX,73.0
2737,2742.0,Mitchell,2588.0,6.0,TX,154.0
2738,9696.0,Montague,9285.0,4.0,TX,411.0
2739,258004.0,Montgomery,247065.0,4.0,TX,10939.0
2740,11102.0,Moore,10756.0,3.0,TX,346.0
2741,5309.0,Morris,4843.0,9.0,TX,466.0
2742,492.0,Motley,475.0,4.0,TX,17.0
2743,28107.0,Nacogdoches,26789.0,5.0,TX,1318.0
2744,22868.0,Navarro,21908.0,4.0,TX,960.0
2745,5363.0,Newton,4960.0,8.0,TX,403.0
2746,6907.0,Nolan,6628.0,4.0,TX,279.0
2747,165671.0,Nueces,157500.0,5.0,TX,8171.0
2748,5268.0,Ochiltree,5044.0,4.0,TX,224.0
2749,913.0,Oldham,886.0,3.0,TX,27.0
2750,37152.0,Orange,34727.0,7.0,TX,2425.0
2751,13156.0,Palo,12472.0,5.0,TX,684.0
2752,11560.0,Panola,10957.0,5.0,TX,603.0
2753,59517.0,Parker,57048.0,4.0,TX,2469.0
2754,4964.0,Parmer,4847.0,2.0,TX,117.0
2755,6860.0,Pecos,6506.0,5.0,TX,354.0
2756,17026.0,Polk,15996.0,6.0,TX,1030.0
2757,56208.0,Potter,54338.0,3.0,TX,1870.0
2758,3113.0,Presidio,2782.0,11.0,TX,331.0
2759,5407.0,Rains,5161.0,5.0,TX,246.0
2760,69033.0,Randall,67037.0,3.0,TX,1996.0
2761,1927.0,Reagan,1840.0,5.0,TX,87.0
2762,1062.0,Real,1008.0,5.0,TX,54.0
2763,4905.0,Red,4597.0,6.0,TX,308.0
2764,5674.0,Reeves,5402.0,5.0,TX,272.0
2765,3303.0,Refugio,3128.0,5.0,TX,175.0
2766,455.0,Roberts,437.0,4.0,TX,18.0
2767,7242.0,Robertson,6897.0,5.0,TX,345.0
2768,44862.0,Rockwall,43181.0,4.0,TX,1681.0
2769,4667.0,Runnels,4494.0,4.0,TX,173.0
2770,22825.0,Rusk,21740.0,5.0,TX,1085.0
2771,3498.0,Sabine,3173.0,9.0,TX,325.0
2772,2796.0,San,2543.0,9.0,TX,253.0
2773,11281.0,San,10649.0,6.0,TX,632.0
2774,30206.0,San,28240.0,7.0,TX,1966.0
2775,2244.0,San,2162.0,4.0,TX,82.0
2776,1500.0,Schleicher,1421.0,5.0,TX,79.0
2777,8161.0,Scurry,7823.0,4.0,TX,338.0
2778,2081.0,Shackelford,2022.0,3.0,TX,59.0
2779,11368.0,Shelby,10771.0,5.0,TX,597.0
2780,1419.0,Sherman,1380.0,3.0,TX,39.0
2781,103648.0,Smith,99018.0,5.0,TX,4630.0
2782,4107.0,Somervell,3901.0,5.0,TX,206.0
2783,25855.0,Starr,22376.0,14.0,TX,3479.0
2784,4104.0,Stephens,3932.0,4.0,TX,172.0
2785,746.0,Sterling,721.0,3.0,TX,25.0
2786,662.0,Stonewall,633.0,4.0,TX,29.0
2787,1718.0,Sutton,1614.0,6.0,TX,104.0
2788,2730.0,Swisher,2600.0,5.0,TX,130.0
2789,990682.0,Tarrant,949513.0,4.0,TX,41169.0
2790,63301.0,Taylor,60982.0,4.0,TX,2319.0
2791,434.0,Terrell,413.0,5.0,TX,21.0
2792,5398.0,Terry,5146.0,5.0,TX,252.0
2793,780.0,Throckmorton,755.0,3.0,TX,25.0
2794,12728.0,Titus,11993.0,6.0,TX,735.0
2795,54503.0,Tom,52270.0,4.0,TX,2233.0
2796,655166.0,Travis,633703.0,3.0,TX,21463.0
2797,5477.0,Trinity,5155.0,6.0,TX,322.0
2798,7361.0,Tyler,6846.0,7.0,TX,515.0
2799,17961.0,Upshur,17019.0,5.0,TX,942.0
2800,1783.0,Upton,1713.0,4.0,TX,70.0
2801,11671.0,Uvalde,11084.0,5.0,TX,587.0
2802,19556.0,Val,18383.0,6.0,TX,1173.0
2803,24191.0,Van,23105.0,5.0,TX,1086.0
2804,45297.0,Victoria,43402.0,4.0,TX,1895.0
2805,22959.0,Walker,21799.0,5.0,TX,1160.0
2806,21643.0,Waller,20606.0,5.0,TX,1037.0
2807,5908.0,Ward,5655.0,4.0,TX,253.0
2808,15347.0,Washington,14617.0,5.0,TX,730.0
2809,111696.0,Webb,106415.0,5.0,TX,5281.0
2810,21213.0,Wharton,20278.0,4.0,TX,935.0
2811,2819.0,Wheeler,2710.0,4.0,TX,109.0
2812,55280.0,Wichita,52914.0,4.0,TX,2366.0
2813,5105.0,Wilbarger,4859.0,5.0,TX,246.0
2814,6741.0,Willacy,5863.0,13.0,TX,878.0
2815,263790.0,Williamson,254693.0,3.0,TX,9097.0
2816,22955.0,Wilson,22085.0,4.0,TX,870.0
2817,3100.0,Winkler,2924.0,6.0,TX,176.0
2818,28650.0,Wise,27323.0,5.0,TX,1327.0
2819,16746.0,Wood,15860.0,5.0,TX,886.0
2820,4043.0,Yoakum,3891.0,4.0,TX,152.0
2821,8462.0,Young,8102.0,4.0,TX,360.0
2822,6185.0,Zapata,5713.0,8.0,TX,472.0
2823,3804.0,Zavala,3379.0,11.0,TX,425.0
2825,3123.0,Beaver,3005.0,4.0,UT,118.0
2826,24030.0,Box,23142.0,4.0,UT,888.0
2827,60175.0,Cache,58330.0,3.0,UT,1845.0
2828,8729.0,Carbon,8232.0,6.0,UT,497.0
2829,468.0,Daggett,446.0,5.0,UT,22.0
2830,160321.0,Davis,154896.0,3.0,UT,5425.0
2831,8827.0,Duchesne,8162.0,8.0,UT,665.0
2832,4413.0,Emery,4145.0,6.0,UT,268.0
2833,2762.0,Garfield,2515.0,9.0,UT,247.0
2834,5624.0,Grand,5282.0,6.0,UT,342.0
2835,20376.0,Iron,19470.0,4.0,UT,906.0
2836,4949.0,Juab,4753.0,4.0,UT,196.0
2837,3634.0,Kane,3473.0,4.0,UT,161.0
2838,6138.0,Millard,5923.0,4.0,UT,215.0
2839,4939.0,Morgan,4785.0,3.0,UT,154.0
2840,466.0,Piute,436.0,6.0,UT,30.0
2841,1048.0,Rich,1010.0,4.0,UT,38.0
2842,586753.0,Salt,566890.0,3.0,UT,19863.0
2843,5730.0,San,5278.0,8.0,UT,452.0
2844,11443.0,Sanpete,10970.0,4.0,UT,473.0
2845,9532.0,Sevier,9107.0,5.0,UT,425.0
2846,23120.0,Summit,22355.0,3.0,UT,765.0
2847,29601.0,Tooele,28374.0,4.0,UT,1227.0
2848,15339.0,Uintah,14295.0,7.0,UT,1044.0
2849,266645.0,Utah,257951.0,3.0,UT,8694.0
2850,13288.0,Wasatch,12821.0,4.0,UT,467.0
2851,63800.0,Washington,61197.0,4.0,UT,2603.0
2852,1417.0,Wayne,1288.0,9.0,UT,129.0
2853,117485.0,Weber,112666.0,4.0,UT,4819.0
2855,20682.0,Addison,19964.0,4.0,VT,718.0
2856,18565.0,Bennington,17782.0,4.0,VT,783.0
2857,15073.0,Caledonia,14370.0,5.0,VT,703.0
2858,94808.0,Chittenden,92227.0,3.0,VT,2581.0
2859,2755.0,Essex,2596.0,6.0,VT,159.0
2860,27281.0,Franklin,26308.0,4.0,VT,973.0
2861,3933.0,Grand,3776.0,4.0,VT,157.0
2862,13769.0,Lamoille,13130.0,5.0,VT,639.0
2863,15883.0,Orange,15338.0,3.0,VT,545.0
2864,13589.0,Orleans,12828.0,6.0,VT,761.0
2865,31255.0,Rutland,29925.0,4.0,VT,1330.0
2866,34037.0,Washington,32849.0,4.0,VT,1188.0
2867,23441.0,Windham,22605.0,4.0,VT,836.0
2868,29449.0,Windsor,28501.0,3.0,VT,948.0
2870,15877.0,Accomack,15012.0,5.0,VA,865.0
2871,53914.0,Albemarle,51809.0,4.0,VA,2105.0
2872,7048.0,Alleghany,6691.0,5.0,VA,357.0
2873,6191.0,Amelia,5914.0,5.0,VA,277.0
2874,15279.0,Amherst,14549.0,5.0,VA,730.0
2875,7038.0,Appomattox,6694.0,5.0,VA,344.0
2876,144282.0,Arlington,140217.0,3.0,VA,4065.0
2877,36642.0,Augusta,35139.0,4.0,VA,1503.0
2878,2536.0,Bath,2433.0,4.0,VA,103.0
2879,38228.0,Bedford,36531.0,4.0,VA,1697.0
2880,2781.0,Bland,2623.0,6.0,VA,158.0
2881,17388.0,Botetourt,16659.0,4.0,VA,729.0
2882,6332.0,Brunswick,5901.0,7.0,VA,431.0
2883,7277.0,Buchanan,6487.0,11.0,VA,790.0
2884,6293.0,Buckingham,5920.0,6.0,VA,373.0
2885,26223.0,Campbell,24982.0,5.0,VA,1241.0
2886,14732.0,Caroline,13981.0,5.0,VA,751.0
2887,13049.0,Carroll,12351.0,5.0,VA,698.0
2888,3717.0,Charles,3519.0,5.0,VA,198.0
2889,5251.0,Charlotte,4951.0,6.0,VA,300.0
2890,177952.0,Chesterfield,170285.0,4.0,VA,7667.0
2891,7430.0,Clarke,7134.0,4.0,VA,296.0
2892,2380.0,Craig,2249.0,6.0,VA,131.0
2893,23103.0,Culpeper,22098.0,4.0,VA,1005.0
2894,4555.0,Cumberland,4320.0,5.0,VA,235.0
2895,4911.0,Dickenson,4415.0,10.0,VA,496.0
2896,13311.0,Dinwiddie,12589.0,5.0,VA,722.0
2897,5511.0,Essex,5214.0,5.0,VA,297.0
2898,613618.0,Fairfax,591702.0,4.0,VA,21916.0
2899,35726.0,Fauquier,34315.0,4.0,VA,1411.0
2900,8292.0,Floyd,7962.0,4.0,VA,330.0
2901,13160.0,Fluvanna,12664.0,4.0,VA,496.0
2902,26444.0,Franklin,25209.0,5.0,VA,1235.0
2903,44612.0,Frederick,42841.0,4.0,VA,1771.0
2904,7943.0,Giles,7531.0,5.0,VA,412.0
2905,19090.0,Gloucester,18312.0,4.0,VA,778.0
2906,10616.0,Goochland,10172.0,4.0,VA,444.0
2907,7045.0,Grayson,6628.0,6.0,VA,417.0
2908,9848.0,Greene,9481.0,4.0,VA,367.0
2909,4172.0,Greensville,3947.0,5.0,VA,225.0
2910,15199.0,Halifax,14232.0,6.0,VA,967.0
2911,56233.0,Hanover,54052.0,4.0,VA,2181.0
2912,176916.0,Henrico,169312.0,4.0,VA,7604.0
2913,22353.0,Henry,20920.0,6.0,VA,1433.0
2914,1339.0,Highland,1292.0,4.0,VA,47.0
2915,18801.0,Isle,17941.0,5.0,VA,860.0
2916,34291.0,James,32805.0,4.0,VA,1486.0
2917,3631.0,King,3456.0,5.0,VA,175.0
2918,12053.0,King,11479.0,5.0,VA,574.0
2919,8704.0,King,8336.0,4.0,VA,368.0
2920,5130.0,Lancaster,4791.0,7.0,VA,339.0
2921,8572.0,Lee,7952.0,7.0,VA,620.0
2922,200054.0,Loudoun,192918.0,4.0,VA,7136.0
2923,18790.0,Louisa,17993.0,4.0,VA,797.0
2924,5284.0,Lunenburg,5014.0,5.0,VA,270.0
2925,7224.0,Madison,6978.0,3.0,VA,246.0
2926,4072.0,Mathews,3901.0,4.0,VA,171.0
2927,12514.0,Mecklenburg,11748.0,6.0,VA,766.0
2928,4980.0,Middlesex,4769.0,4.0,VA,211.0
2929,49724.0,Montgomery,47573.0,4.0,VA,2151.0
2930,7266.0,Nelson,6970.0,4.0,VA,296.0
2931,11213.0,New,10785.0,4.0,VA,428.0
2932,6098.0,Northampton,5725.0,6.0,VA,373.0
2933,5464.0,Northumberland,5130.0,6.0,VA,334.0
2934,7129.0,Nottoway,6806.0,5.0,VA,323.0
2935,16053.0,Orange,15315.0,5.0,VA,738.0
2936,11642.0,Page,10840.0,7.0,VA,802.0
2937,7638.0,Patrick,7224.0,5.0,VA,414.0
