Unnamed: 0_x,State,County,Population_x,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Unnamed: 0_y,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment,Zipcode,Population_y,Unemployment Rate,% of Pop with no education,Latitude,Longitude
2293,AR,Polk,20662,19211.99619,16117.754840000001,6551.893342,65.11790428,175,8295.0,7815.0,480.0,6.0,,,,,,
2294,FL,Polk,602095,504284.0827,343175.6873,3808.0757909999998,254.36556980000003,386,279976.0,262248.0,17728.0,6.0,,,,,,
2295,GA,Polk,41475,36358.64615,27414.434210000003,1.705600538,0.0,516,18151.0,16949.0,1202.0,7.0,,,,,,
2296,IA,Polk,430640,308856.8661,137904.1486,711.7819584,0.0,884,255841.0,246362.0,9479.0,4.0,,,,,,
2297,MN,Polk,31600,25051.29241,17868.03248,4635.390131,35.97445163,1400,17165.0,16443.0,722.0,4.0,,,,,,
2298,MO,Polk,31137,25726.80072,20372.08729,1556.545276,0.0,1595,14263.0,13510.0,753.0,5.0,,,,,,
2299,NC,Polk,20510,19125.7774,16801.51784,0.0,0.0,2001,8661.0,8220.0,441.0,5.0,,,,,,
2300,NE,Polk,5406,5406.000007,5406.000007,4873.05933,440.09999639999995,1756,2909.0,2835.0,74.0,3.0,,,,,,
2301,OR,Polk,75403,59461.12741,37919.06824,394.22805239999997,0.0,2275,36584.0,34526.0,2058.0,6.0,,,,,,
2302,TN,Polk,16825,16047.522980000002,14987.481780000002,42.4192924,0.0,2543,7312.0,6832.0,480.0,7.0,,,,,,
2303,TX,Polk,45413,43123.35976,39787.07049,4923.584614,15.78829734,2756,17026.0,15996.0,1030.0,6.0,,,,,,
2304,WI,Polk,44205,38283.435410000006,33224.88725,938.489295,0.0,3148,24625.0,23437.0,1188.0,5.0,,,,,,
2305,MT,Pondera,6153,4541.211293,3526.4861950000004,2790.2675710000003,1224.8612679999999,1664,2862.0,2734.0,128.0,5.0,,,,,,
2306,MS,Pontotoc,29957,29077.72615,26713.759469999997,1802.4013710000002,0.0,1486,13876.0,13102.0,774.0,6.0,,,,,,
2307,OK,Pontotoc,37492,32430.898060000003,24117.9958,5176.564597,0.0,2232,18244.0,17516.0,728.0,4.0,,,,,,
2308,AR,Pope,61754,54965.70856,40112.7974,1397.0990980000001,130.3878757,176,29676.0,28110.0,1566.0,5.0,,,,,,
2309,IL,Pope,4470,3965.691554,3754.236046,1327.660699,0.0,687,1768.0,1644.0,124.0,7.0,,,,,,
2310,MN,Pope,10995,8329.047859999999,7104.467503,1381.69035,0.0,1401,6389.0,6167.0,222.0,4.0,,,,,,
2311,VA,Poquoson,12150,10386.6041,6776.7972230000005,0.0,0.0,2991,6200.0,5960.0,240.0,4.0,,,,,,
2312,OH,Portage,161419,136298.7382,95813.55333,0.0,0.0,2148,86817.0,82594.0,4223.0,5.0,,,,,,
2313,WI,Portage,70019,59860.25452,41547.0158,2084.067316,0.0,3149,39612.0,37797.0,1815.0,5.0,,,,,,
2314,IN,Porter,164343,142180.8842,105661.0767,0.0,0.0,778,84691.0,80142.0,4549.0,5.0,,,,,,
2315,VA,Portsmouth,95535,58357.15591,15544.72562,0.0,0.0,2992,44252.0,41493.0,2759.0,6.0,,,,,,
2316,IN,Posey,25910,23494.78116,20312.57385,4370.618128,0.0,779,13299.0,12771.0,528.0,4.0,,,,,,
2317,KS,Pottawatomie,21604,19564.88755,15852.00425,4151.60208,237.2085923,982,11955.0,11519.0,436.0,4.0,,,,,,
2318,OK,Pottawatomie,69442,59855.195029999995,47490.13442,2890.968959,0.0,2233,32739.0,31263.0,1476.0,5.0,,,,,,
2319,IA,Pottawattamie,93158,80341.34061,51309.080180000004,9413.337977,0.0,885,49037.0,47229.0,1808.0,4.0,,,,,,
2320,PA,Potter,17457,14107.30582,12755.509090000001,3278.938273,0.0,2338,7375.0,6856.0,519.0,7.0,,,,,,
2321,SD,Potter,2329,2329.000003,2329.000003,2329.000003,2329.000003,2460,1180.0,1142.0,38.0,3.0,,,,,,
2322,TX,Potter,121073,96631.1934,51810.56916,659.9508563999999,135.672583,2757,56208.0,54338.0,1870.0,3.0,,,,,,
2323,MT,Powder River,1743,1272.709247,1181.7345289999998,912.9339992999999,587.9537874,,,,,,,,,,,
2324,KY,Powell,12613,10615.30443,8570.37625,0.001931756,0.0,1112,4915.0,4571.0,344.0,7.0,,,,,,
2325,MT,Powell,7027,5110.540426,3609.3256490000003,1346.121981,387.83167810000003,1666,2955.0,2824.0,131.0,4.0,,,,,,
2326,ID,Power,7817,5737.127654,3418.516468,986.9935041000001,164.3218805,605,3874.0,3691.0,183.0,5.0,,,,,,
2327,IA,Poweshiek,18914,13863.70762,8901.589417000001,3049.2294620000002,0.0,886,10517.0,10134.0,383.0,4.0,,,,,,
2328,VA,Powhatan,28046,27848.31617,27064.54277,1669.600512,0.0,2939,13388.0,12855.0,533.0,4.0,,,,,,
2329,AR,Prairie,8715,7603.338223000001,6617.1628009999995,535.1061489,0.0,177,3728.0,3553.0,175.0,5.0,,,,,,
2330,MT,Prairie,1179,1179.000002,1179.000002,1179.000002,1167.0993210000001,1667,528.0,506.0,22.0,4.0,,,,,,
2331,KS,Pratt,9656,7648.669093,4277.33297,974.5054829,0.0,983,5290.0,5077.0,213.0,4.0,,,,,,
2332,OH,Preble,42270,35021.205239999996,30367.425260000004,0.0,0.0,2149,20983.0,19972.0,1011.0,5.0,,,,,,
2333,MS,Prentiss,25276,21536.45025,18114.697930000002,661.4220472999999,0.0,1487,10992.0,10328.0,664.0,6.0,,,,,,
2334,TX,Presidio,7818,4822.47416,2354.105634,430.92347029999996,228.564906,2758,3113.0,2782.0,331.0,11.0,,,,,,
2335,MI,Presque Isle,13376,12146.35888,9965.644413,3799.6062899999997,0.0,,,,,,,,,,,
2336,WV,Preston,33520,31777.08265,28181.360289999997,6820.029126,0.0,3082,14601.0,13689.0,912.0,6.0,,,,,,
2337,WI,Price,14159,12890.20699,11680.79364,1637.894914,1.3267521409999998,3150,6856.0,6551.0,305.0,4.0,,,,,,
2338,VA,Prince Edward,23368,22094.03443,17410.91549,2339.490235,0.0,,,,,,,,,,,
2339,MD,Prince George's,863420,585652.8592,269049.9735,0.0,0.0,,,,,,,,,,,
2340,VA,Prince George,35725,34075.51865,29773.75218,1048.89405,0.0,,,,,,,,,,,
2341,VA,Prince William,402002,304112.2808,128784.9961,0.0,0.0,,,,,,,,,,,
2342,AK,Prince of Wales-Hyder,5559,3387.654811,2114.294024,1390.5796890000001,1209.6791380000002,,,,,,,,,,,
2343,RI,Providence,626667,410988.0197,166363.6873,0.0,0.0,2357,323888.0,303336.0,20552.0,6.0,,,,,,
2344,CO,Prowers,12551,9424.556145,6227.3089119999995,2494.8455280000003,1434.9903630000001,304,5811.0,5576.0,235.0,4.0,,,,,,
2345,CO,Pueblo,159063,133370.2277,90496.79832,8167.296665000001,4779.074187,305,71679.0,67632.0,4047.0,6.0,,,,,,
2346,AR,Pulaski,382748,310511.411,179395.9107,585.0570775,0.0,178,186061.0,177567.0,8494.0,5.0,,,,,,
2347,GA,Pulaski,12010,10897.04113,9187.988068999999,0.0,0.0,517,4013.0,3749.0,264.0,7.0,,,,,,
2348,IL,Pulaski,6161,6160.999987,6160.999987,3550.7612340000005,0.0,688,2089.0,1904.0,185.0,9.0,,,,,,
2349,IN,Pulaski,13402,11417.43771,9768.726065,206.19542140000001,0.0,780,6274.0,5990.0,284.0,5.0,,,,,,
2350,KY,Pulaski,63063,55883.85046,45575.378039999996,1183.260979,0.0,1113,25801.0,24301.0,1500.0,6.0,,,,,,
2351,MO,Pulaski,52274,47980.35905,34497.67785,165.17447919999998,0.0,1596,14895.0,14025.0,870.0,6.0,,,,,,
2352,VA,Pulaski,34872,28102.114810000003,22424.99016,5.983269174,0.0,2943,16309.0,15483.0,826.0,5.0,,,,,,
2353,OK,Pushmataha,11572,9124.104392,8127.054335,2889.577084,82.55658637,2234,4913.0,4530.0,383.0,8.0,,,,,,
2354,FL,Putnam,74364,69354.23181,60378.85895,1445.8156689999998,0.0,387,27267.0,25183.0,2084.0,8.0,,,,,,
2355,GA,Putnam,21218,19818.24645,17108.9634,360.85117180000003,0.0,518,7802.0,7172.0,630.0,8.0,,,,,,
2356,IL,Putnam,6006,5343.591614,4541.537284,0.002969865,0.0,689,3040.0,2852.0,188.0,6.0,,,,,,
2357,IN,Putnam,37963,32817.64665,26253.16663,932.0897048,0.0,781,16401.0,15562.0,839.0,5.0,,,,,,
2358,MO,Putnam,4979,3831.5115520000004,3085.217959,1345.8905220000001,0.0,1597,2500.0,2401.0,99.0,4.0,,,,,,
2359,NY,Putnam,99710,87362.94865,64826.56966,0.0,0.0,1903,50903.0,48735.0,2168.0,4.0,,,,,,
2360,OH,Putnam,34499,31347.767460000003,28118.59632,3736.402611,0.0,2150,18663.0,17940.0,723.0,4.0,,,,,,
2361,TN,Putnam,72321,61614.56258,46120.325,191.4223491,0.0,2544,32396.0,30506.0,1890.0,6.0,,,,,,
2362,WV,Putnam,55486,47230.42646,34773.03047,273.18616480000003,0.0,3083,25470.0,24042.0,1428.0,6.0,,,,,,
2363,NM,Quay,9041,7329.974515999999,4491.600032,2350.323722,1694.4913510000001,1850,3257.0,3026.0,231.0,7.0,,,,,,
2364,MD,Queen Anne's,47798,44643.48318,39321.0261,60.333905200000004,0.0,,,,,,,,,,,
2365,NY,Queens,2230722,206491.8495,7989.4979140000005,0.0,0.0,1904,1171067.0,1112332.0,58735.0,5.0,,,,,,
2366,GA,Quitman,2513,2512.999991,2510.3982309999997,69.29049361,0.0,519,817.0,761.0,56.0,7.0,,,,,,
2367,MS,Quitman,8223,7547.604826000001,6375.289183,1654.183503,0.0,1488,2687.0,2398.0,289.0,11.0,,,,,,
2368,GA,Rabun,16276,14801.0502,12637.60539,115.83877820000001,0.0,520,6504.0,6068.0,436.0,7.0,,,,,,
2369,WI,Racine,195408,154162.5521,86762.32203,0.0,0.0,3151,99429.0,93848.0,5581.0,6.0,,,,,,
2370,VA,Radford,16408,13219.90251,3669.650494,0.0,0.0,2993,8291.0,7822.0,469.0,6.0,,,,,,
2371,TX,Rains,10914,9591.145698,8026.45145,0.0,0.0,2759,5407.0,5161.0,246.0,5.0,,,,,,
2372,WV,Raleigh,78859,72164.91191,58979.619360000004,544.9281994,0.0,3084,30272.0,28032.0,2240.0,7.0,,,,,,
2373,MO,Ralls,10167,9564.013189,9391.540582,780.5778767999999,0.0,1598,5673.0,5433.0,240.0,4.0,,,,,,
2374,MN,Ramsey,508640,336639.8713,126385.4979,0.0,0.0,1402,279593.0,269768.0,9825.0,4.0,,,,,,
2375,ND,Ramsey,11451,8418.489663,5237.251177,1652.318562,793.0320397999999,2063,5692.0,5499.0,193.0,3.0,,,,,,
2376,TX,Randall,120725,95829.1871,51076.151860000005,902.2288211000001,0.0,2760,69033.0,67037.0,1996.0,3.0,,,,,,
2377,AL,Randolph,22913,20624.00087,18456.533030000002,691.4969535,0.0,57,9433.0,8876.0,557.0,6.0,,,,,,
2378,AR,Randolph,17969,16156.42163,13313.72191,4273.751064,0.0,179,6184.0,5742.0,442.0,7.0,,,,,,
2379,GA,Randolph,7719,5816.908697999999,4053.841961,209.79992489999998,0.0,521,2426.0,2205.0,221.0,9.0,,,,,,
2380,IL,Randolph,33476,28739.131210000003,19713.471840000002,78.57950599,0.0,690,14299.0,13523.0,776.0,5.0,,,,,,
2381,IN,Randolph,26171,25167.8223,21527.31694,1012.41179,0.0,782,12686.0,12056.0,630.0,5.0,,,,,,
2382,MO,Randolph,25414,22052.062169999997,16187.03729,1479.5012199999999,0.0,1599,10508.0,9878.0,630.0,6.0,,,,,,
2383,NC,Randolph,141752,130840.7975,104767.0525,2340.669989,0.0,2002,66641.0,62839.0,3802.0,6.0,,,,,,
2384,WV,Randolph,29405,23309.434240000002,18634.78293,1726.265998,0.0,3085,11870.0,11036.0,834.0,7.0,,,,,,
2385,MS,Rankin,141617,128596.8515,94900.06305,3003.518423,0.0,1489,73013.0,69983.0,3030.0,4.0,,,,,,
2386,ND,Ransom,5457,3707.6775079999998,2516.520098,899.6267437999999,1.97299999,2064,2777.0,2709.0,68.0,2.0,,,,,,
2387,LA,Rapides,131613,114247.6098,82658.6165,20539.392490000002,268.95141160000003,1174,58288.0,54524.0,3764.0,7.0,,,,,,
2388,VA,Rappahannock,7373,7373.0000150000005,7373.0000150000005,5825.455668,0.0,2944,3734.0,3579.0,155.0,4.0,,,,,,
2389,MT,Ravalli,40212,34125.4679,30024.423880000002,1139.024996,204.7685458,1668,19190.0,18190.0,1000.0,5.0,,,,,,
2390,KS,Rawlins,2519,1609.793965,1306.098281,898.7936594,27.09427199,984,1535.0,1500.0,35.0,2.0,,,,,,
2391,MO,Ray,23494,20465.300180000002,17248.74067,712.1464045,0.0,1600,11167.0,10556.0,611.0,6.0,,,,,,
2392,TX,Reagan,3367,1005.084283,379.9203003,214.3562824,153.3456297,2761,1927.0,1840.0,87.0,5.0,,,,,,
2393,TX,Real,3309,3308.999986,3308.999986,3308.999986,3212.294417,2762,1062.0,1008.0,54.0,5.0,,,,,,
2394,MN,Red Lake,4089,3484.723889,3163.70192,1606.5849380000002,92.23293321,,,,,,,,,,,
2395,LA,Red River,9091,8619.184549,7162.160093,1245.887676,0.0,,,,,,,,,,,
2396,TX,Red River,12860,11178.694440000001,9632.762614,5980.417646,0.0,,,,,,,,,,,
2397,NE,Red Willow,11055,10358.44402,7854.446278,1710.109617,138.1495313,,,,,,,,,,,
2398,MN,Redwood,16059,14170.65489,11715.082390000001,6584.482545,0.0,1404,8269.0,7946.0,323.0,4.0,,,,,,
2399,TX,Reeves,13783,11612.91766,7169.048957999999,1184.9954109999999,994.2902270999999,2764,5674.0,5402.0,272.0,5.0,,,,,,
2400,TX,Refugio,7383,6094.178409,4863.415549,1212.378525,2.652682343,2765,3303.0,3128.0,175.0,5.0,,,,,,
2401,KS,Reno,64511,50592.11116,32931.93578,6504.354869,113.34145500000001,985,30842.0,29515.0,1327.0,4.0,,,,,,
2402,NY,Rensselaer,159429,132066.0285,86952.55909,2516.63674,0.0,1905,82047.0,78237.0,3810.0,5.0,,,,,,
2403,MN,Renville,15730,14285.64549,13231.50671,8064.4312629999995,0.0,1405,8592.0,8181.0,411.0,5.0,,,,,,
2404,ND,Renville,2470,2469.999995,2469.999995,1883.8991260000003,1716.1849140000002,2065,1339.0,1294.0,45.0,3.0,,,,,,
2405,KS,Republic,4980,3449.4189520000004,2963.39765,1274.5044070000001,0.0,986,2590.0,2519.0,71.0,3.0,,,,,,
2406,MO,Reynolds,6696,6387.336093999999,5829.532647,3035.118411,0.0,1601,2714.0,2524.0,190.0,7.0,,,,,,
2407,TN,Rhea,31809,28394.403639999997,22287.862830000002,0.0,0.0,2545,13069.0,12104.0,965.0,7.0,,,,,,
2408,KS,Rice,10083,6068.4399969999995,3992.427308,1886.294663,0.0,987,5478.0,5271.0,207.0,4.0,,,,,,
2409,MN,Rice,64142,53397.21763,32810.11298,181.9678383,0.0,1406,35425.0,34175.0,1250.0,4.0,,,,,,
2410,UT,Rich,2264,2263.999989,2263.999989,2263.999989,2163.3440379999997,2841,1048.0,1010.0,38.0,4.0,,,,,,
2411,NE,Richardson,8363,5984.277161,4104.233595000001,2254.509004,0.0,1758,4300.0,4162.0,138.0,3.0,,,,,,
2412,IL,Richland,16233,11177.323409999999,6935.8946430000005,309.6624665,0.0,691,7461.0,7024.0,437.0,6.0,,,,,,
2413,LA,Richland,20725,18459.77089,13895.753669999998,1953.857797,0.0,1176,8680.0,7921.0,759.0,9.0,,,,,,
2414,MT,Richland,9746,6887.112111,5194.472807,2432.473653,631.2289860000001,1669,6869.0,6647.0,222.0,3.0,,,,,,
2415,ND,Richland,16321,15166.19455,9774.027284,7380.074073999999,1623.4747869999999,2066,8603.0,8368.0,235.0,3.0,,,,,,
2416,OH,Richland,124475,102462.3624,64263.50449,0.0,0.0,2151,53558.0,50571.0,2987.0,6.0,,,,,,
2417,SC,Richland,384504,309394.0177,173378.4328,3546.067871,0.0,2399,198717.0,187477.0,11240.0,6.0,,,,,,
2418,WI,Richland,18021,15544.988309999999,13422.90826,3109.7060260000003,0.0,3152,9301.0,8911.0,390.0,4.0,,,,,,
2419,VA,Richmond City,204214,142813.3852,41745.84223,0.0,0.0,,,,,,,,,,,
2420,GA,Richmond,200549,161749.1342,86006.40812000001,0.0,0.0,522,84282.0,78051.0,6231.0,7.0,,,,,,
2421,NC,Richmond,46639,38883.26126,26093.442769999998,527.8631749,0.0,2003,16926.0,15586.0,1340.0,8.0,,,,,,
2422,NY,Richmond,468730,195184.2701,23157.989569999998,0.0,0.0,1906,222148.0,209186.0,12962.0,6.0,,,,,,
2423,VA,Richmond,9254,8745.274583,8214.479947,318.99825510000005,0.0,2945,3900.0,3722.0,178.0,5.0,,,,,,
2423,VA,Richmond,9254,8745.274583,8214.479947,318.99825510000005,0.0,2994,112703.0,106819.0,5884.0,5.0,,,,,,
2424,KS,Riley,71115,64142.43625,48745.80164,3370.4883189999996,0.0,988,35632.0,34416.0,1216.0,3.0,,,,,,
2425,IA,Ringgold,5131,3813.837524,3432.50731,593.0126699,0.0,887,2569.0,2482.0,87.0,3.0,,,,,,
2426,NM,Rio Arriba,40246,38211.67938,33816.66384,10870.094640000001,3299.675857,,,,,,,,,,,
2427,CO,Rio Blanco,6666,3758.093377,1859.814929,573.9898693,120.48504890000001,,,,,,,,,,,
2428,CO,Rio Grande,11982,7778.268745,5165.14298,649.9676651000001,0.0039013309999999996,,,,,,,,,,,
2429,IN,Ripley,28818,23278.55239,18555.52725,134.7691753,0.0,783,13634.0,12903.0,731.0,5.0,,,,,,
2430,MO,Ripley,14100,12666.47273,11869.16671,3137.3548769999998,0.0,1602,5327.0,4903.0,424.0,8.0,,,,,,
2431,WV,Ritchie,10449,9490.824945,8302.619511,395.1455391,0.0,3086,4483.0,4169.0,314.0,7.0,,,,,,
2432,CA,Riverside,2189641,1564350.977,715686.4464,11038.43686,308.7119528,227,1035694.0,966338.0,69356.0,7.0,,,,,,
2433,TN,Roane,54181,49788.08386,42090.30131,317.0736875,0.0,2546,22547.0,21089.0,1458.0,7.0,,,,,,
2434,WV,Roane,14926,13514.667519999999,12401.407459999999,2089.371211,0.0,3087,5210.0,4610.0,600.0,12.0,,,,,,
2435,VA,Roanoke City,97032,67865.55226,23117.85971,0.0,0.0,,,,,,,,,,,
2436,VA,Roanoke,92376,74602.69093,42357.10907,125.4978033,0.0,2946,49070.0,47142.0,1928.0,4.0,,,,,,
2436,VA,Roanoke,92376,74602.69093,42357.10907,125.4978033,0.0,2995,48902.0,46508.0,2394.0,5.0,,,,,,
2437,SD,Roberts,10149,9221.664859999999,7888.219529999999,4390.31512,335.0102214,2461,4856.0,4645.0,211.0,4.0,,,,,,
2438,TX,Roberts,929,929.0000041000001,929.0000041000001,843.1891217,544.7474194,2766,455.0,437.0,18.0,4.0,,,,,,
2439,KY,Robertson,2282,2282.0,2282.0,1705.338039,0.0,1114,796.0,745.0,51.0,6.0,,,,,,
2440,TN,Robertson,66283,55773.58286,43751.47283,21.514658899999997,0.0,2547,33761.0,32115.0,1646.0,5.0,,,,,,
2441,TX,Robertson,16622,12691.25053,10425.860209999999,2919.542089,0.0,2767,7242.0,6897.0,345.0,5.0,,,,,,
2442,NC,Robeson,134168,114868.6366,97949.32255,0.059194473,0.0,2004,51047.0,46723.0,4324.0,9.0,,,,,,
2443,IL,Rock Island,147546,98853.74814,47381.637189999994,1212.050785,0.0,,,,,,,,,,,
2444,MN,Rock,9687,8176.999101,5707.167424,1407.448405,0.0,1407,5909.0,5784.0,125.0,2.0,,,,,,
2445,NE,Rock,1526,1031.436991,817.5717761,427.5898415,138.1962794,1759,859.0,836.0,23.0,3.0,,,,,,
2446,WI,Rock,160331,137111.0598,86821.51013,0.0,0.0,3153,83405.0,79082.0,4323.0,5.0,,,,,,
2447,VA,Rockbridge,22307,21669.67348,20179.63741,3557.915977,0.0,2947,10321.0,9835.0,486.0,5.0,,,,,,
2448,KY,Rockcastle,17056,16374.632819999999,13532.26161,24.45269519,0.0,1115,6773.0,6334.0,439.0,7.0,,,,,,
2449,GA,Rockdale,85215,77036.26372,56531.724270000006,0.0,0.0,523,42272.0,39516.0,2756.0,7.0,,,,,,
2450,NC,Rockingham,93643,89120.23691,76233.6169,0.0,0.0,2005,41121.0,38400.0,2721.0,7.0,,,,,,
2451,NH,Rockingham,295223,264091.8769,218702.6451,0.0,0.0,1804,177990.0,171595.0,6395.0,4.0,,,,,,
2452,VA,Rockingham,76314,71509.6606,63298.362329999996,1147.295888,0.0,2948,40108.0,38457.0,1651.0,4.0,,,,,,
2453,NY,Rockland,311687,218911.7261,98481.8906,0.0,0.0,1907,153062.0,146141.0,6921.0,5.0,,,,,,
2454,TX,Rockwall,78337,66519.92479,50037.66785,0.0,0.0,2768,44862.0,43181.0,1681.0,4.0,,,,,,
2455,OK,Roger Mills,3647,3508.468715,2954.547674,1988.5893260000003,213.7138523,,,,,,,,,,,
2456,OK,Rogers,86905,82407.23259,69705.52107,4676.534597999999,0.0,2236,44610.0,42651.0,1959.0,4.0,,,,,,
2457,ND,Rolette,13937,11411.49874,9508.121291,989.8415763,4.7934042880000005,2067,4890.0,4386.0,504.0,10.0,,,,,,
2458,KS,Rooks,5181,2717.789077,1793.875222,750.2111378,0.0,989,2810.0,2681.0,129.0,5.0,,,,,,
2459,MT,Roosevelt,10425,8466.839881999998,6772.5233,6021.488579,5699.359611999999,1670,4685.0,4439.0,246.0,5.0,,,,,,
2460,NM,Roosevelt,19846,17230.702080000003,9773.807009999999,1750.524986,773.6008387,1852,8007.0,7575.0,432.0,5.0,,,,,,
2461,MI,Roscommon,24449,21626.474469999997,16731.11277,163.596589,0.0,1328,7794.0,7090.0,704.0,9.0,,,,,,
2462,MN,Roseau,15629,13334.4092,11140.617,4589.684707,343.0635119,1408,8602.0,8262.0,340.0,4.0,,,,,,
2463,MT,Rosebud,9233,6634.456882,4779.994159000001,2227.540858,394.15771110000003,1671,4169.0,3946.0,223.0,5.0,,,,,,
2464,OH,Ross,78064,63562.09696,50973.94812,3326.395713,0.0,2152,33713.0,31907.0,1806.0,5.0,,,,,,
2465,CO,Routt,23509,18991.35598,13624.37498,1513.834116,372.9565644,308,14274.0,13810.0,464.0,3.0,,,,,,
2466,KY,Rowan,23333,20568.702719999997,15905.42565,160.80010819999998,0.0,1116,10454.0,9843.0,611.0,6.0,,,,,,
2467,NC,Rowan,138428,123509.9076,94125.60249,0.0,0.0,2006,63095.0,59252.0,3843.0,6.0,,,,,,
2468,TX,Runnels,10501,8862.512744,5313.159859,1803.2050149999998,0.0,2769,4667.0,4494.0,173.0,4.0,,,,,,
2469,IN,Rush,17392,14465.26994,10895.42781,122.60126090000001,0.0,784,8838.0,8456.0,382.0,4.0,,,,,,
2470,KS,Rush,3307,3306.999993,3306.999993,3306.999993,2199.479209,990,1795.0,1732.0,63.0,4.0,,,,,,
2471,TX,Rusk,53330,48621.804489999995,41422.73865,5424.70078,0.0,2770,22825.0,21740.0,1085.0,5.0,,,,,,
2472,WI,Rusk,14755,13120.744359999999,10715.00259,2670.4963620000003,12.63548012,3154,7001.0,6619.0,382.0,6.0,,,,,,
2473,AL,Russell,52947,43256.00159,24000.8461,2986.609366,13.70454913,58,24104.0,22674.0,1430.0,6.0,,,,,,
2474,KS,Russell,6970,5004.225514,3016.564888,1491.049488,415.0010115,991,3733.0,3594.0,139.0,4.0,,,,,,
2475,KY,Russell,17565,16188.32278,14524.001569999999,427.54628439999993,0.0,1117,6168.0,5446.0,722.0,12.0,,,,,,
2476,VA,Russell,28897,27851.06322,26534.33026,630.6428702000001,0.0,2949,11423.0,10673.0,750.0,7.0,,,,,,
2477,NC,Rutherford,67810,64523.14694,56931.68387000001,2327.399895,0.0,2007,25050.0,23104.0,1946.0,8.0,,,,,,
2478,TN,Rutherford,262604,213228.7122,141003.2081,301.6245484,0.0,2548,155332.0,148375.0,6957.0,5.0,,,,,,
2479,VT,Rutland,61642,47813.37081,39054.88757,2038.9494,0.0,2865,31255.0,29925.0,1330.0,4.0,,,,,,
2480,LA,Sabine,24233,23126.74105,20793.03125,5563.0056380000005,0.0,1177,9493.0,8815.0,678.0,7.0,,,,,,
2481,TX,Sabine,10834,10468.391679999999,9802.788857,2812.806291,0.0,2771,3498.0,3173.0,325.0,9.0,,,,,,
2482,IA,Sac,10350,8302.557084,7423.151709999999,2045.005652,0.0,888,5646.0,5457.0,189.0,3.0,,,,,,
2483,CA,Sacramento,1418788,898624.1552,294082.2051,1676.753287,0.0,228,685987.0,644870.0,41117.0,6.0,,,,,,
2484,ME,Sagadahoc,35293,30202.68524,24369.3489,469.11045779999995,0.0,1211,18934.0,18268.0,666.0,4.0,,,,,,
2485,MI,Saginaw,200169,164003.4375,96109.15641,835.1530121000001,0.0,1329,88253.0,83223.0,5030.0,6.0,,,,,,
2486,CO,Saguache,6108,6107.999983,6107.999983,5963.326281000001,1669.590267,309,3077.0,2888.0,189.0,6.0,,,,,,
2487,NJ,Salem,66083,53436.20051,36290.952000000005,0.110059561,0.0,1824,31080.0,28792.0,2288.0,7.0,,,,,,
2488,VA,Salem,24802,20551.96592,12408.232090000001,0.0,0.0,2996,12765.0,12201.0,564.0,4.0,,,,,,
2489,AR,Saline,107118,100076.0446,78421.25836,620.5437677,0.0,181,55992.0,53714.0,2278.0,4.0,,,,,,
2490,IL,Saline,24913,21858.47944,17923.64374,669.608058,0.0,694,10344.0,9544.0,800.0,8.0,,,,,,
2491,KS,Saline,55606,41963.67201,18564.25307,1344.48055,0.0,992,30872.0,29712.0,1160.0,4.0,,,,,,
2492,MO,Saline,23370,17821.44535,11835.46623,1293.094708,0.0,1608,11057.0,10523.0,534.0,5.0,,,,,,
2493,NE,Saline,14200,11995.84215,7847.184402,3430.832328,0.0,1760,7278.0,7065.0,213.0,3.0,,,,,,
2494,UT,Salt Lake,1029655,660821.3455,178948.5164,0.0,0.0,,,,,,,,,,,
2495,SC,Saluda,19875,18338.30306,16162.817830000002,481.4897573,0.0,2400,8830.0,8368.0,462.0,5.0,,,,,,
2496,NC,Sampson,63431,59406.09892999999,51712.20974,1813.9141789999999,0.0,2008,29543.0,27794.0,1749.0,6.0,,,,,,
2497,TX,San Augustine,8865,8307.01007,7214.183013,3166.071841,156.5485416,,,,,,,,,,,
2498,CA,San Benito,55269,35524.0968,20462.52621,691.5496952999999,178.1671199,,,,,,,,,,,
2499,CA,San Bernardino,2035210,1354926.2319999998,642847.0674,10366.457690000001,1518.476417,,,,,,,,,,,
2500,CA,San Diego,3095313,1746976.9719999998,644544.6148,9611.249939,7.039507091,,,,,,,,,,,
2501,CA,San Francisco,805235,146086.233,27085.2102,0.0,0.0,,,,,,,,,,,
2502,TX,San Jacinto,26384,25447.89687,24501.457280000002,489.3906295,0.0,,,,,,,,,,,
2503,CA,San Joaquin,685306,420381.7999,172308.0366,994.1647877,0.0,,,,,,,,,,,
2504,CO,San Juan,699,699.0000102999999,699.0000102999999,693.7072435,0.0,,,,,,,,,,,
2505,NM,San Juan,130044,110144.4154,84214.41098,13366.64076,9031.761735,,,,,,,,,,,
2506,UT,San Juan,14746,12731.11284,10344.93321,6368.874739,5219.066938,,,,,,,,,,,
2507,WA,San Juan,15769,13319.41161,11430.00654,37.99999918,0.0,,,,,,,,,,,
2508,CA,San Luis Obispo,269637,197546.0042,104060.2823,6989.009516,617.5999414,,,,,,,,,,,
2509,CA,San Mateo,718451,330641.73,94044.81749,1432.093276,0.0,,,,,,,,,,,
2510,CO,San Miguel,7359,4265.111921,3215.98189,693.3446117999999,4.376454342,,,,,,,,,,,
