Unnamed: 0_x,State,County,Population_x,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Unnamed: 0_y,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment,Zipcode,Population_y,Unemployment Rate,% of Pop with no education,Latitude,Longitude
675,WY,Crook,7083,6358.0863659999995,5996.625951,5139.821969,2018.7827140000002,3178,3716.0,3586.0,130.0,4.0,,,,,,
676,TX,Crosby,6059,2952.161491,1098.403382,277.6138337,0.0,2623,2645.0,2531.0,114.0,4.0,,,,,,
677,AR,Cross,17870,15002.9403,10615.97264,2014.0497239999997,0.0,137,8101.0,7663.0,438.0,5.0,,,,,,
678,MN,Crow Wing,62500,54110.767629999995,42911.72653,415.4460517,0.0,,,,,,,,,,,
679,CO,Crowley,5823,5823.000018,5818.352124,3114.4283370000003,76.6427531,267,1353.0,1293.0,60.0,4.0,,,,,,
680,TX,Culberson,2398,2340.684152,2006.1408800000002,187.4357899,139.9651764,2624,1039.0,996.0,43.0,4.0,,,,,,
681,AL,Cullman,80406,76041.98717000001,64524.65831,763.7558123,0.0,23,36384.0,34472.0,1912.0,5.0,,,,,,
682,VA,Culpeper,46689,40059.77838,31265.395930000002,712.5179415,0.0,2893,23103.0,22098.0,1005.0,4.0,,,,,,
683,IL,Cumberland,11048,8532.391083,7817.650559999999,91.84574619,0.0,629,5904.0,5593.0,311.0,5.0,,,,,,
684,KY,Cumberland,6856,5969.07797,5254.023399000001,136.0079747,0.0,1042,2906.0,2733.0,173.0,6.0,,,,,,
685,ME,Cumberland,281674,227905.4664,160269.5279,41.66933608,0.0,1202,157921.0,152496.0,5425.0,3.0,,,,,,
686,NC,Cumberland,319431,255093.4122,143312.3846,141.2591192,0.0,1952,126260.0,117036.0,9224.0,7.0,,,,,,
687,NJ,Cumberland,156898,131655.4132,79829.33367,5532.429102,0.0,1813,68117.0,62100.0,6017.0,9.0,,,,,,
688,PA,Cumberland,235406,189909.9439,104795.0481,24.52014178,0.0,2306,128389.0,123266.0,5123.0,4.0,,,,,,
689,TN,Cumberland,56053,51992.976969999996,45781.70995,2394.283421,0.0,2491,22892.0,21274.0,1618.0,7.0,,,,,,
690,VA,Cumberland,10052,10052.00004,10052.00004,5604.392827000001,0.0,2894,4555.0,4320.0,235.0,5.0,,,,,,
691,NE,Cuming,9139,6547.333732,5795.128409,3005.492418,0.0,1704,4839.0,4710.0,129.0,3.0,,,,,,
692,NC,Currituck,23547,22535.30825,20644.13947,3085.396683,0.0,1953,12848.0,12103.0,745.0,6.0,,,,,,
693,NM,Curry,48376,37312.38353,22441.31604,1597.399745,480.23226780000005,1835,21806.0,20743.0,1063.0,5.0,,,,,,
694,OR,Curry,22364,16040.91135,10697.053890000001,870.7288962000001,91.67561993,2256,8712.0,7994.0,718.0,8.0,,,,,,
695,CO,Custer,4255,3234.94819,3191.312118,1052.580129,77.66306845,268,1988.0,1918.0,70.0,4.0,,,,,,
696,ID,Custer,4368,3107.2738010000003,2499.19022,959.7153483,373.5111625,585,2129.0,1986.0,143.0,7.0,,,,,,
697,MT,Custer,11699,10339.168959999999,5850.357558,946.6775457,472.1868551,1636,6378.0,6168.0,210.0,3.0,,,,,,
698,NE,Custer,10939,9039.805243,7247.806565000001,5650.377915,1272.8910759999999,1705,6284.0,6144.0,140.0,2.0,,,,,,
699,OK,Custer,27469,20311.65059,12220.61622,3229.893893,125.66904640000001,2190,15655.0,15020.0,635.0,4.0,,,,,,
700,SD,Custer,8216,6994.633208,6173.315878,2904.014866,222.1579705,2422,3956.0,3788.0,168.0,4.0,,,,,,
701,OH,Cuyahoga,1280122,818589.1887,264891.2768,0.0,0.0,2099,608690.0,577037.0,31653.0,5.0,,,,,,
702,GA,Dade,16633,14562.09656,13200.573059999999,175.0566445,0.0,442,7853.0,7423.0,430.0,6.0,,,,,,
703,MO,Dade,7883,6305.514399000001,5412.93289,509.41299060000006,0.0,1540,3571.0,3390.0,181.0,5.0,,,,,,
704,UT,Daggett,1059,1058.999991,1058.999991,1058.999991,1058.999991,2829,468.0,446.0,22.0,5.0,,,,,,
705,MN,Dakota,398552,329036.1345,181453.6009,0.0,0.0,1359,232285.0,224645.0,7640.0,3.0,,,,,,
706,NE,Dakota,21006,14777.17936,8026.6503920000005,1178.87508,0.0,1706,10994.0,10605.0,389.0,4.0,,,,,,
707,AL,Dale,50251,46169.28843,37117.7794,1821.675765,0.0,24,19837.0,18575.0,1262.0,6.0,,,,,,
708,TX,Dallam,6703,6102.334061,3478.751282,966.5897486,175.82285469999997,2625,4004.0,3917.0,87.0,2.0,,,,,,
709,AL,Dallas,43820,36361.24295,23774.13875,4086.5298,0.0,25,15589.0,14094.0,1495.0,10.0,,,,,,
710,AR,Dallas,8116,6971.662193000001,4971.844799,994.8022991,0.0,138,2873.0,2666.0,207.0,7.0,,,,,,
711,IA,Dallas,66135,54888.37855,35644.76479,0.0,0.0,832,43706.0,42445.0,1261.0,3.0,,,,,,
712,MO,Dallas,16777,14432.98614,13462.88027,3082.618414,0.0,1541,6981.0,6546.0,435.0,6.0,,,,,,
713,TX,Dallas,2368139,1535383.7240000002,545274.483,0.0,0.0,2626,1261721.0,1207803.0,53918.0,4.0,,,,,,
714,WI,Dane,488073,366235.0025,207188.6492,32.23984464,0.0,3112,310992.0,301087.0,9905.0,3.0,,,,,,
715,MT,Daniels,1751,1750.999998,1750.999998,1750.999998,1750.999998,1637,942.0,918.0,24.0,3.0,,,,,,
716,VA,Danville,43055,30376.45165,8314.19619,0.0,0.0,2972,19117.0,17735.0,1382.0,7.0,,,,,,
717,NC,Dare,33920,28583.94055,20474.5691,1043.710844,0.0,1954,20299.0,18785.0,1514.0,8.0,,,,,,
718,OH,Darke,52959,43358.64178,33126.660130000004,275.9459863,0.0,2100,26215.0,25098.0,1117.0,4.0,,,,,,
719,SC,Darlington,68681,59033.2025,48352.263210000005,12.55583286,0.0,2375,30066.0,27851.0,2215.0,7.0,,,,,,
720,PA,Dauphin,268100,213898.3516,148031.12699999998,0.0,0.0,2307,140983.0,134421.0,6562.0,5.0,,,,,,
721,NC,Davidson,162878,147797.2927,117978.2304,0.0,0.0,1955,78735.0,74355.0,4380.0,6.0,,,,,,
722,TN,Davidson,626681,457038.2206,197402.0674,0.0,0.0,2492,363536.0,347645.0,15891.0,4.0,,,,,,
723,NC,Davie,41240,39520.25183,33011.32212,0.0,0.0,1956,19848.0,18849.0,999.0,5.0,,,,,,
724,IN,Daviess,31648,27333.267560000004,18956.422309999998,0.0,0.0,728,15695.0,15101.0,594.0,4.0,,,,,,
725,KY,Daviess,96656,72875.13095,42653.69674,568.2001988,0.0,1043,45150.0,43062.0,2088.0,5.0,,,,,,
726,MO,Daviess,8433,7292.142634000001,6715.387481999999,1858.7922879999999,0.0,1542,4088.0,3901.0,187.0,5.0,,,,,,
727,IA,Davis,8753,7031.772928,6071.711239,1161.746827,0.0,833,4179.0,3992.0,187.0,5.0,,,,,,
